,0
0,-1.680160305
1,-2.843782574
2,-1.021246274
3,-5.357043234
4,-0.685010432
5,-1.120394199
6,-2.131551347
7,-2.504954824
8,-4.716596326
9,-0.324207369
10,-1.271863826
11,-0.99729862
12,-0.43408176
13,-0.228478884
14,-0.635273447
15,-0.306998753
16,0.0
