1,0.090380472,0.090380472,0.090380472,0.090380472,0.090380472,0.090380472
2,0.151821794,0.151821794,0.151821794,0.151821794,0.151821794,0.151821794
3,0.227923331,0.227923331,0.227923331,0.227923331,0.227923331,0.227923331
3,0.105339556,0.105339556,0.105339556,0.105339556,0.105339556,0.105339556
2,0.120873635,0.120873635,0.120873635,0.120873635,0.120873635,0.120873635
4,1.044831453,1.044831453,1.044831453,1.044831453,1.044831453,1.044831453
2,0.774388328,0.774388328,0.774388328,0.774388328,0.774388328,0.774388328
2,0.106224392,0.106224392,0.106224392,0.106224392,0.106224392,0.106224392
3,0.362632721,0.362632721,0.362632721,0.362632721,0.362632721,0.362632721
3,0.121563746,0.121563746,0.121563746,0.121563746,0.121563746,0.121563746
3,1.063773404,1.063773404,1.063773404,1.063773404,1.063773404,1.063773404
2,0.253378518,0.253378518,0.253378518,0.253378518,0.253378518,0.253378518
1,0.236083133,0.236083133,0.236083133,0.236083133,0.236083133,0.236083133
2,0.310448758,0.310448758,0.310448758,0.310448758,0.310448758,0.310448758
2,0.126569198,0.126569198,0.126569198,0.126569198,0.126569198,0.126569198
2,0.153728267,0.153728267,0.153728267,0.153728267,0.153728267,0.153728267
5,0.141589586,0.141589586,0.141589586,0.141589586,0.141589586,0.141589586
4,0.151386331,0.151386331,0.151386331,0.151386331,0.151386331,0.151386331
2,0.124585465,0.124585465,0.124585465,0.124585465,0.124585465,0.124585465
2,0.104017883,0.104017883,0.104017883,0.104017883,0.104017883,0.104017883
3,0.191168592,0.191168592,0.191168592,0.191168592,0.191168592,0.191168592
2,0.1246126,0.1246126,0.1246126,0.1246126,0.1246126,0.1246126
4,0.131354624,0.131354624,0.131354624,0.131354624,0.131354624,0.131354624
4,0.389610347,0.389610347,0.389610347,0.389610347,0.389610347,0.389610347
2,0.126688983,0.126688983,0.126688983,0.126688983,0.126688983,0.126688983
2,0.109886359,0.109886359,0.109886359,0.109886359,0.109886359,0.109886359
4,0.318068896,0.318068896,0.318068896,0.318068896,0.318068896,0.318068896
2,0.151278547,0.151278547,0.151278547,0.151278547,0.151278547,0.151278547
2,0.794795758,0.794795758,0.794795758,0.794795758,0.794795758,0.794795758
3,0.16606248,0.16606248,0.16606248,0.16606248,0.16606248,0.16606248
4,0.109748383,0.109748383,0.109748383,0.109748383,0.109748383,0.109748383
2,0.186393499,0.186393499,0.186393499,0.186393499,0.186393499,0.186393499
1,0.213303117,0.213303117,0.213303117,0.213303117,0.213303117,0.213303117
2,0.148217375,0.148217375,0.148217375,0.148217375,0.148217375,0.148217375
4,0.14314262,0.14314262,0.14314262,0.14314262,0.14314262,0.14314262
2,0.368670495,0.368670495,0.368670495,0.368670495,0.368670495,0.368670495
4,0.622900837,0.622900837,0.622900837,0.622900837,0.622900837,0.622900837
3,0.233554339,0.233554339,0.233554339,0.233554339,0.233554339,0.233554339
3,0.107642787,0.107642787,0.107642787,0.107642787,0.107642787,0.107642787
2,0.096704593,0.096704593,0.096704593,0.096704593,0.096704593,0.096704593
1,0.090629528,0.090629528,0.090629528,0.090629528,0.090629528,0.090629528
2,0.246746645,0.246746645,0.246746645,0.246746645,0.246746645,0.246746645
1,0.389257537,0.389257537,0.389257537,0.389257537,0.389257537,0.389257537
1,0.091565778,0.091565778,0.091565778,0.091565778,0.091565778,0.091565778
3,0.115883773,0.115883773,0.115883773,0.115883773,0.115883773,0.115883773
2,0.702137001,0.702137001,0.702137001,0.702137001,0.702137001,0.702137001
3,0.39657654,0.39657654,0.39657654,0.39657654,0.39657654,0.39657654
3,0.343043142,0.343043142,0.343043142,0.343043142,0.343043142,0.343043142
1,0.145394815,0.145394815,0.145394815,0.145394815,0.145394815,0.145394815
3,0.200410766,0.200410766,0.200410766,0.200410766,0.200410766,0.200410766
3,0.170795933,0.170795933,0.170795933,0.170795933,0.170795933,0.170795933
2,0.094143338,0.094143338,0.094143338,0.094143338,0.094143338,0.094143338
5,0.179168887,0.179168887,0.179168887,0.179168887,0.179168887,0.179168887
6,0.225488859,0.225488859,0.225488859,0.225488859,0.225488859,0.225488859
2,0.256240914,0.256240914,0.256240914,0.256240914,0.256240914,0.256240914
3,2.567017193,2.567017193,2.567017193,2.567017193,2.567017193,2.567017193
5,0.393518173,0.393518173,0.393518173,0.393518173,0.393518173,0.393518173
2,0.807828901,0.807828901,0.807828901,0.807828901,0.807828901,0.807828901
1,0.16944967,0.16944967,0.16944967,0.16944967,0.16944967,0.16944967
2,0.079202821,0.079202821,0.079202821,0.079202821,0.079202821,0.079202821
3,0.755221627,0.755221627,0.755221627,0.755221627,0.755221627,0.755221627
2,0.082739778,0.082739778,0.082739778,0.082739778,0.082739778,0.082739778
3,0.195189721,0.195189721,0.195189721,0.195189721,0.195189721,0.195189721
3,0.17965044,0.17965044,0.17965044,0.17965044,0.17965044,0.17965044
3,0.126562173,0.126562173,0.126562173,0.126562173,0.126562173,0.126562173
4,0.119988976,0.119988976,0.119988976,0.119988976,0.119988976,0.119988976
