,0
0,12.003067365114852
1,10.008905149328283
2,5.940800987981596
3,1.842399453988517
4,9.567237901549731
5,6.930812748042866
6,4.503906934854747
7,1.1085595375339508
8,0.4113886278492482
9,3.721482748143844
10,0.7862476936272578
11,1.002708697402013
12,2.303713474708962
13,4.376772078712379
14,1.5741252903637204
15,3.2573422252798387
16,1.0
