,0
0,-1.6801603052975849
1,-2.843782573649902
2,-1.0212462742769393
3,-5.35704323436736
4,-0.6850104318391106
5,-1.12039419933453
6,-2.131551346975141
7,-2.504954824034601
8,-4.716596326140156
9,-0.324207369236792
10,-1.2718638262538131
11,-0.9972986198194635
12,-0.4340817601574058
13,-0.2284788839847914
14,-0.635273447495998
15,-0.3069987526146689
16,0.0
