Feature,Pearson,Spearman,Mutual_Info
dr_subtype,0.9268643917264319,0.9919646697269513,0.5500086640135196
race,-0.06425033372316541,-0.08983916519623553,0.012793991907418478
male,0.10694389352733394,0.10694389352733408,0.010962962520592257
maritalstatus,0.006759056284554795,-0.003282253321890902,0.0033759170900562463
hispanic,0.030961042231744316,0.030961042231744198,0.0
language,0.07569364107414013,0.08101848254897416,0.0
