0,1,2,3,4,5
0.05141113599515806,0.9996428196104553,,,,
0.09923075468129834,0.9974235486005646,,,,
1.3218758611680173,2.978379000982733,11.93270909894649,,,
1.3117508617963056,2.9158385349133544,11.80073785796779,,,
34.24185209315109,56.90838788681201,75.82772995497919,,,
0.16379720937466377,0.982882534057722,,,,
0.11317637978276777,0.8959876263158272,,,,
0.1721708823574077,0.9641029818906519,,,,
0.05641981897200768,0.8410543976508019,,,,
0.013705442555616003,0.841892188250383,,,,
0.025669059867668216,0.8273537156510059,,,,
2.0626215280723104,2.959927570258184,4.040405208006742,,,
1.457190481451966,7.208404091461533,11.149903881554295,,,
10.123701177016914,21.405269981458094,85.16906230005252,,,
4.844476208369593,9.21358921621448,19.618021046895162,,,
0.0020279620934296966,1.0039509888818094,,,,
2.7519252612881317e-24,1.0,3.0000000000000004,,,
0.0014502393214557924,1.0242502417107255,,,,
7.841846233487682e-36,1.0,3.0,,,
0.001003054900857959,1.0093749369061993,,,,
0.0006572902493922919,1.0013376880905525,,,,
3.41236536630886e-63,1.0,,,,
0.035955535425615345,0.10162153440667254,0.21151382091657472,0.37444468978126444,0.748191819804489,
0.07826790944832,0.16466036712075746,0.2772180961534395,0.4289135628106999,0.6529000625967002,
0.3208781446913381,0.5282729585237573,0.6808807832910354,0.8016108164195606,0.9011317477352453,
0.1975089099552788,0.3164647107691828,0.42725225684238005,0.553325639306655,0.7440486421977341,
0.30647257661463057,0.6064018480664326,0.7608838028647985,0.8710647755445802,0.9498416031500624,
0.10414868390352174,0.19861068295199255,0.3031378054525305,0.4407048246906137,0.7011383798560419,
0.025136875513629347,0.11857440786888926,0.2707900303140997,0.472710396089713,0.8584525176186322,
0.004182040728491598,0.18375447227660094,0.46473993431640015,0.06752184034203876,0.9878250983859234,
0.02216651184694666,0.10211024314087128,0.22908095405275128,0.39606748699480604,0.7129459866414748,
0.11001319942464427,0.280199664071652,0.3948751538522388,0.5157792416677505,0.6662656462117686,
1.0,2.0,3.0,4.0,5.0,6.0
