0,1,2
4.02765401021846,4.02765401021846,4.02765401021846
3.817026029240198,3.817026029240198,3.817026029240198
4.4828156377640775,4.4828156377640775,4.4828156377640775
4.443703025652609,4.443703025652609,4.443703025652609
17.597617579676214,17.597617579676214,17.597617579676214
3.481587533627724,3.481587533627724,3.481587533627724
3.329889352382903,3.329889352382903,3.329889352382903
3.362474740128211,3.362474740128211,3.362474740128211
3.3398107036962816,3.3398107036962816,3.3398107036962816
3.518660532154038,3.518660532154038,3.518660532154038
3.4052758339409213,3.4052758339409213,3.4052758339409213
8.468242167794633,8.468242167794633,8.468242167794633
4.123214429616488,4.123214429616488,4.123214429616488
32.66644281992529,32.66644281992529,32.66644281992529
21.39650969153022,21.39650969153022,21.39650969153022
4.253141444134609,4.253141444134609,4.253141444134609
1.2739827004320285,1.2739827004320285,1.2739827004320285
4.319693871291978,4.319693871291978,4.319693871291978
1.2739827004320285,1.2739827004320285,1.2739827004320285
4.291953435643137,4.291953435643137,4.291953435643137
4.250188364877289,4.250188364877289,4.250188364877289
4.2466090014400955,4.2466090014400955,4.2466090014400955
2.899219397434072,2.899219397434072,2.899219397434072
2.476287526370723,2.476287526370723,2.476287526370723
2.4977117569387723,2.4977117569387723,2.4977117569387723
2.3631472827465814,2.3631472827465814,2.3631472827465814
2.7818227051471824,2.7818227051471824,2.7818227051471824
2.4349221417393623,2.4349221417393623,2.4349221417393623
3.62098589786398,3.62098589786398,3.62098589786398
4.177643079954455,4.177643079954455,4.177643079954455
2.9921792270330725,2.9921792270330725,2.9921792270330725
