0,1,2,3,4,5
34.43235544635448,57.045245962259315,75.87342689991156,,,
1.0164658451735338,3.351448832366822,7.363637225993712,10.682717580226095,12.432498842695168,
0.002928718433425399,1.005611166261704,,,,
5.223200354350101e-24,1.0,3.0000000000000004,,,
0.0018331912482527388,1.0317545420675156,,,,
1.6113131612076746e-35,1.0,3.0,,,
0.0011908292970659567,1.0111837056155883,,,,
0.0009641692410957748,1.0018810317991695,,,,
3.372194503894756e-63,1.0,,,,
0.036461450433821166,0.1051776768836072,0.21755751784875618,0.3915139896231905,0.7780869841226222,
0.08183391335590773,0.17916884667428104,0.3114615256736427,0.4917303489648277,0.7344590613575374,
0.3133483476261429,0.5163454271923018,0.6748733567513263,0.7977400997585762,0.8999111421735995,
0.1938324865217837,0.31361817382470414,0.42866327908936114,0.563239245692563,0.795192662514402,
0.7572051990359103,0.29626138594632845,0.6060122267411544,0.8663699043256889,0.9476775397496034,
0.10835030689600789,0.20778142338288813,0.3144657504425482,0.45635249610863365,0.7446509191432101,
0.02187388172857568,0.09160677350417273,0.1919634426328135,0.3229926715016362,0.5763078369138045,
0.004022740248775242,0.061095960170794314,0.4632361090569292,0.1646387265634671,0.9879671480294555,
0.02260996340544604,0.10266746351205258,0.22933038392926228,0.4059380102083771,0.809995376243664,
0.11600823166805266,0.28708733607498416,0.4025729800601243,0.5219646089228619,0.6657255856734462,
1.0,2.0,3.0,4.0,5.0,6.0
