,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9375,-0.13674015,-0.45521113,-0.1888461,-0.74177235,-0.31183854,-0.1322756,-0.15640566,-0.040480506,-0.28520775,-0.3306702,-0.7499525,-0.110752605,-0.17758,-0.13365765,0.027538618,-0.15519649,1
12260,0.4511317,-0.6257927,-0.1888461,-0.74177235,-0.5532929,-0.1322756,0.12879974,-0.19253275,-0.07206824,-0.09771895,-0.91348714,-0.110752605,-0.23916681,-0.47281104,-0.11247511,-0.15519649,1
7902,1.2308034,-1.0473027,0.67191595,-0.38083038,-0.6323657,0.6963322,1.1359465,-1.2200729,1.0005282,-0.68878,-0.7381091,0.42306012,-1.0602671,-1.098809,-1.0093926,0.43735492,1
10392,-0.13674015,0.11704918,-0.1888461,-0.74177235,0.17158692,-0.1322756,-0.15640566,0.24516164,-0.3536648,0.37593672,-0.514667,-0.110752605,0.059865806,0.13786057,0.3657616,-0.15519649,1
11160,-0.13674015,0.080003105,-0.1888461,-0.2562204,0.23147985,-0.1322756,-0.15640566,0.22914852,-0.3536648,0.19126733,-0.04933241,-0.110752605,0.22476053,0.31480145,0.4615799,-0.15519649,2
7103,0.97106546,-1.0473027,0.3777279,-0.74177235,-1.0644995,0.77637666,1.1502365,-1.2200729,0.4659812,-1.0315293,-0.91348714,-0.110752605,-0.4668989,-1.1872264,-0.8009665,0.41681847,1
6728,0.26899487,-0.39480856,0.77433085,-0.74177235,-0.28714022,0.8957762,0.23514964,-1.0167124,0.12664697,-0.98687494,-0.5394661,0.6939257,-1.0602671,-0.7469177,-1.0093926,1.095772,1
12087,0.15462153,-0.8238731,-0.1888461,-0.74177235,-0.68657583,-0.1322756,-0.12817535,-0.43781373,-0.038546037,-0.5554113,-0.91348714,-0.110752605,-0.33266315,-0.49476814,-0.31171855,-0.15519649,1
6599,0.595103,-0.48365223,0.74238765,-0.74177235,-0.67108107,0.8295904,0.4867136,-0.44822878,0.11073025,-0.63811946,-0.91348714,0.48500445,-1.0602671,-0.54364765,-1.0093926,0.53255194,1
3140,0.44272456,-1.0039947,-0.1888461,-0.74177235,-0.6844084,-0.1322756,-0.011358052,-0.47650912,0.097827315,-0.5152527,-0.91348714,-0.110752605,-0.53436947,-0.6314952,-0.3256561,-0.15519649,1
4883,1.2077061,0.068257034,1.3552195,-0.74177235,0.09940121,1.0454594,0.8896196,-0.32267603,0.5204031,0.045518164,0.91607594,0.84222406,-1.0602671,-0.42151093,-0.92326623,1.0138043,1
10322,0.469206,-0.107457064,0.6983542,-0.74177235,-0.41101286,0.81569856,0.8259392,-0.98360926,0.058600325,-0.5388419,-0.052272607,0.77303004,-1.0602671,-0.84344536,-1.0093926,1.2989509,1
5703,1.2348113,-1.0473027,0.6607392,-0.74177235,-1.0644995,0.38307738,1.6962805,-1.2200729,1.520207,-1.0315293,-0.91348714,1.1444356,-1.0602671,-1.1872264,-1.0093926,0.6860587,1
12601,0.7391917,-1.0473027,0.65060997,-0.74177235,-1.0644995,0.28271386,0.3943281,-1.2200729,0.829199,-1.0315293,-0.91348714,-0.110752605,-1.0602671,-1.1872264,-1.0093926,0.04755445,1
15715,1.2266147,-0.7207025,0.7078424,-0.33810166,-0.31951156,0.5473876,1.1634364,-1.1687016,0.96915865,-0.2630873,-0.31158766,0.5599101,-1.0602671,-0.9279757,-1.0093926,0.5763877,1
6369,1.0378846,-0.9464964,0.85172874,-0.74177235,-0.6975785,0.54492134,0.1642033,-1.1844778,1.200007,-1.0315293,-0.91348714,0.6446958,-1.0602671,-1.1872264,-1.0093926,0.67477745,1
6299,-0.06209102,-1.0473027,-0.1888461,-0.7012811,-1.0644995,-0.1322756,-0.15640566,-0.5789752,-0.057132848,-0.5698364,-0.91348714,-0.110752605,-0.2420838,-1.0358703,-0.16623744,-0.15519649,1
3949,-0.13674015,-0.015444237,-0.1888461,-0.74177235,-0.28168854,-0.1322756,-0.15640566,0.25502372,-0.3536648,0.03136311,-0.91348714,-0.110752605,0.04948642,0.18384297,0.14534715,-0.15519649,2
1963,0.6158977,-0.9675715,0.66643286,-0.74177235,-1.0644995,0.8180607,0.58208615,-1.2200729,0.9094937,-1.0315293,-0.91348714,1.3948319,-1.0602671,-1.1872264,-1.0093926,1.2341226,1
12883,0.7807181,-1.0473027,0.735098,-0.19125059,-0.7954436,0.82613623,0.6598329,-0.98221684,0.7941688,-0.58927155,-0.30736962,0.5977217,-1.0602671,-1.0294665,-1.0093926,1.330956,1
684,1.2230372,-1.0473027,0.7809969,-0.74177235,-1.0644995,1.1190414,1.4053397,-1.2200729,0.9347135,-1.0315293,-0.91348714,-0.110752605,-0.81350076,-1.1872264,-1.0093926,-0.15519649,1
8431,1.512386,-0.82876116,1.0792058,0.5267508,-0.7330342,0.16279367,2.0442414,-1.2200729,1.8607144,-0.9846769,-0.2927908,0.7053887,-1.0602671,-1.1872264,-1.0093926,0.12770821,1
3972,1.0558523,-1.0473027,1.4590166,-0.7087888,-0.9298657,1.4224892,0.2772632,-1.2200729,1.1037613,-0.87123835,-0.91348714,0.26180074,-1.0554483,-1.1872264,-0.875601,0.910847,1
9674,0.46014625,-0.026226409,0.514286,-0.74177235,-0.18074402,1.0594178,0.783721,-0.3310549,-0.3536648,0.23367703,-0.37907088,0.5012918,-1.0238479,-0.41177824,-1.0093926,1.0357788,1
972,0.7868436,-1.0473027,0.63922733,-0.74177235,-0.8975109,-0.06936165,0.2343365,-1.2200729,1.1115999,-1.0315293,-0.91348714,-0.110752605,-0.4805827,-1.1486226,0.06428255,-0.15519649,1
7118,1.4370633,-0.8709476,1.4853113,-0.74177235,-1.0644995,1.0477438,0.45861706,-1.2200729,1.7371842,-1.0315293,-0.91348714,1.592052,-1.0602671,-1.1872264,-1.0093926,0.73580444,1
7958,0.7098679,-0.9482136,0.48096502,-0.74177235,-0.5145345,0.8209321,0.5197919,-0.8511819,0.39021218,-0.48181418,-0.91348714,0.5155941,-1.0602671,-0.86821723,-1.0093926,0.98292387,1
9857,0.95328456,-0.21406838,1.7926238,-0.74177235,-0.07901257,1.6378456,-0.15640566,-0.9052222,1.0140846,-0.52584225,-0.13125843,1.0741147,-1.0602671,-0.72085524,-1.0093926,1.4193324,1
9934,0.9033804,-0.5307908,-0.1888461,-0.7386698,-0.467419,-0.1322756,0.77611905,-0.77144444,0.954635,-0.072830506,-0.5781211,-0.110752605,-0.37430796,-0.6239435,-0.28154373,-0.15519649,1
8959,1.4235538,-0.9770913,0.87511146,0.25837603,-0.9946483,0.771612,1.6470984,-1.2200729,1.2117395,-0.6050013,-0.55654657,0.45823666,-1.0602671,-1.1872264,-1.0093926,0.2674786,1
454,-0.13674015,0.9750425,-0.1888461,2.4253623,0.6824775,-0.1322756,-0.15640566,0.8527811,-0.3536648,0.7667167,1.5622038,-0.110752605,1.2452669,0.9113708,1.40898,-0.15519649,2
3191,1.2417858,-1.0473027,0.21012264,-0.74177235,-1.0644995,0.049338795,0.99990934,-0.9870471,0.6598863,-0.61464185,-0.91348714,-0.110752605,-0.2166592,-1.0422537,-0.09350138,-0.15519649,1
861,1.5297496,-1.0473027,0.5170015,-0.74177235,-1.0644995,0.43976396,0.68125576,-1.2200729,1.0196738,-1.0315293,-0.91348714,-0.110752605,-0.06661408,-1.1872264,0.10609875,-0.15519649,1
3960,1.0160327,0.012016008,0.9364758,-0.74177235,-0.12929495,0.89666134,0.55980515,-0.50423723,0.38608006,-0.5283388,-0.23315091,0.7681957,-1.0602671,-0.4880471,-1.0093926,0.85879815,1
8674,1.1974,-0.8332286,0.7050213,-0.74177235,-0.3646477,0.7785262,0.26106796,-0.6346775,0.8518436,-0.73497653,-0.9012062,0.39250672,-1.0602671,-0.7814269,-1.0093926,0.59681094,1
5018,1.1344457,-1.0473027,1.112769,-0.15736236,-1.0644995,-0.1322756,2.2187827,-1.2200729,2.2446876,-1.0315293,-0.91348714,1.0877998,-1.0602671,-1.1872264,-1.0093926,0.055268552,1
1790,1.2134689,-1.0473027,0.47959226,-0.74177235,-1.0644995,0.3150509,0.3324869,-0.99795157,0.92645127,-0.6893429,-0.91348714,-0.110752605,-0.18931815,-1.0949817,0.110023715,-0.15519649,1
1502,0.5669831,0.278499,1.2344242,-0.74177235,-0.12555332,0.72588813,0.8137933,-0.83478266,0.36893997,-0.2450196,0.94027174,0.90051335,-1.0602671,-0.5442325,-1.0093926,0.7431186,1
6984,0.917447,-0.7035727,0.6457827,-0.74177235,-0.35837364,0.7305931,0.30441055,-0.62367034,0.45622277,-0.76929724,-0.0945227,0.6584327,-1.0602671,-0.6980788,-1.0093926,1.1521304,1
4394,1.5016687,-1.0473027,0.88043904,-0.42530102,-0.6523354,0.44622856,1.1797137,-1.2200729,1.2873703,-0.49879298,-0.8685267,-0.007832043,-1.0170536,-1.1074464,-0.88002074,-0.04664539,1
11820,1.2440513,-1.0473027,0.5140253,-0.43030155,-1.0644995,0.5313715,1.2874191,-1.2200729,0.8483522,-0.8350621,-0.91348714,-0.110752605,-0.70659703,-1.1872264,-0.9092666,0.18331392,1
1718,-0.13674015,0.64545363,-0.1888461,1.8872541,0.50133646,-0.1322756,-0.15640566,0.70097893,-0.3536648,0.77224153,1.0925671,-0.110752605,0.47374183,0.65886176,0.87908375,-0.15519649,2
2777,0.55308026,-1.0473027,0.283636,-0.74177235,-1.0644995,0.38898396,1.0035241,-1.2047607,0.24507196,-1.0315293,-0.91348714,-0.110752605,-0.014446495,-1.1872264,-0.14852433,-0.15519649,1
2899,-0.13674015,-0.50827974,-0.1888461,-0.74177235,-0.19073752,-0.1322756,-0.15640566,-0.14798936,-0.2484464,-0.3308609,-0.91348714,-0.110752605,-0.33549199,-0.15160193,-0.011056676,-0.15519649,1
3115,0.4132434,-1.0473027,-0.1888461,-0.74177235,-1.0644995,-0.1322756,0.1357918,-0.5097059,-0.056646984,-0.68838936,-0.91348714,-0.110752605,-0.48821807,-0.7987229,-0.43549982,-0.15519649,1
4336,0.2519277,-0.12870292,0.9173456,-0.74177235,-0.29567096,1.1608529,0.53950906,-0.8700383,-0.24623683,-0.5715358,-0.60956454,0.7453377,-1.0602671,-0.57566315,-1.0093926,0.87982553,1
10675,-0.13674015,-0.51346225,-0.1888461,-0.74177235,-0.27661824,-0.1322756,-0.15640566,-0.34010398,-0.18053904,-0.2258621,-0.91348714,-0.110752605,-0.23403981,-0.31516293,0.09104735,-0.15519649,1
15648,1.1838076,-0.7535833,1.4485154,0.46610966,-0.2260892,0.13753396,1.5996358,-1.2200729,2.0216126,-1.0315293,-0.16771843,0.7356885,-1.0602671,-1.1872264,-1.0093926,0.04265557,1
1409,1.1276058,-1.0473027,0.24403924,-0.74177235,-1.0644995,0.58902436,1.0364535,-1.2200729,0.62037677,-1.0315293,-0.91348714,-0.110752605,-0.064174764,-1.1872264,-0.08385164,-0.15519649,1
13966,1.2300519,-1.0473027,0.35808152,-0.74177235,-1.0644995,0.09845562,0.3594395,-1.0266191,0.8706436,-0.7246674,-0.91348714,-0.110752605,-0.4131301,-1.0418969,-0.09751483,-0.15519649,1
15600,1.1460637,-1.0473027,0.39971197,0.17521855,-0.805137,0.43705568,1.1215982,-1.2200729,1.0838975,-0.79993373,-0.64567894,0.4584418,-1.0602671,-1.1872264,-1.0093926,0.7851091,1
4861,0.32903665,-0.594148,-0.1888461,-0.74177235,-0.4357302,-0.1322756,0.028909832,-0.31177863,0.011259969,-0.14446051,-0.91348714,-0.110752605,-0.30430433,-0.43766123,-0.17653655,-0.15519649,1
13259,1.5557309,-0.731305,1.1079408,-0.31680104,-0.50083894,0.42902067,1.3775959,-1.1837109,1.2425743,-0.26242152,-0.2101438,0.3178718,-1.048315,-1.0352968,-0.9343711,0.089614145,1
59,-0.13674015,1.3879886,-0.1888461,0.9819969,1.0854596,-0.1322756,-0.15640566,0.7315636,-0.3536648,0.53456396,1.2650994,-0.110752605,0.2840776,0.57233554,0.60928345,-0.15519649,2
14035,0.59894073,-0.63116556,-0.1888461,-0.74177235,-0.14593233,-0.1322756,0.2021744,-0.5687711,0.5690274,-0.22413793,-0.91348714,-0.110752605,-0.46405366,-0.48530018,-0.15012667,-0.15519649,1
7232,-0.13674015,-1.0473027,0.5398498,-0.74177235,-1.0644995,0.018911194,-0.15640566,-0.42252865,-0.3536648,-1.0315293,-0.91348714,0.8525196,-1.0602671,-1.1872264,-1.0093926,0.7736176,1
2481,1.1698985,-1.0473027,0.77443874,-0.74177235,-1.0644995,0.71328837,0.35588223,-1.2200729,1.3226913,-1.0315293,-0.91348714,0.88588196,-1.0602671,-1.1872264,-1.0093926,0.67266566,1
11307,1.1185647,-0.2879113,1.3401293,-0.74177235,-0.7588779,1.1347809,1.0588098,-0.864899,0.5267403,-0.7150694,-0.49676296,0.8815975,-1.0602671,-1.0560837,-1.0093926,0.71061444,1
5790,0.9944802,-1.0473027,1.1551932,-0.14276418,-0.56385887,1.2139366,0.109783515,-1.2200729,1.2823651,-0.571835,-0.91348714,0.65564173,-1.0602671,-1.168467,-1.0093926,1.1374544,1
12406,-0.13674015,0.19511466,-0.1888461,0.61727226,0.06548071,-0.1322756,-0.15640566,0.3900453,-0.3536648,0.6132224,0.72322166,-0.110752605,0.31309086,0.26560938,0.3916048,-0.15519649,2
10327,0.7679678,-1.0473027,0.38661233,-0.74177235,-1.0644995,0.3306343,-0.15640566,-1.2008858,1.0288315,-0.65223515,-0.91348714,-0.110752605,-0.19018972,-1.0289661,0.014585775,-0.15519649,1
6345,0.9687643,-0.9418522,0.14608814,-0.74177235,-0.9075636,-0.1322756,0.811183,-0.8724601,0.6834457,-0.44944158,-0.91348714,-0.110752605,-0.4171827,-0.8056535,-0.26660827,-0.15519649,1
9678,0.8558033,-0.4042295,0.6078138,-0.20588323,-0.5444042,0.5408127,1.1836383,-0.9461464,0.5456858,-0.25687596,0.013339013,0.6060995,-1.0602671,-0.9072554,-1.0093926,0.8516893,1
121,-0.13674015,-1.0473027,-0.1888461,-0.74177235,-1.0644995,-0.1322756,-0.15640566,-0.11051186,-0.3536648,-1.0315293,-0.91348714,1.2618078,-1.0602671,-1.014366,-1.0093926,0.09294025,1
4914,1.8718002,-1.0473027,1.3542701,0.3500675,-1.0644995,1.2965138,0.07983213,-1.2200729,1.5518987,-1.0315293,-0.91348714,-0.04185092,-1.0602671,-1.1872264,-0.98612636,0.2653792,1
12223,1.1601845,-1.0473027,1.0771289,-0.74177235,-1.0644995,-0.1322756,1.0816073,-1.2200729,1.9181457,-1.0315293,-0.91348714,-0.110752605,-0.55103654,-1.1872264,-0.070878506,-0.15519649,1
7354,1.2190766,-1.0473027,1.2264968,-0.14131255,-1.0644995,0.87547624,1.4648899,-1.2200729,1.1373641,-1.0315293,-0.78903854,0.24417312,-1.0602671,-1.1872264,-1.0093926,0.44283268,1
13830,0.37409094,-0.04851206,1.3510205,-0.74177235,-0.6590497,1.5766064,1.1041524,-0.6809761,-0.3536648,-0.23824538,-0.05343224,0.57621044,-0.845174,-0.61515707,-0.90571684,0.90818083,1
2743,0.46131432,-0.6722886,0.6878763,-0.74177235,-0.56381017,0.97364485,0.34732482,-1.1753138,0.28838933,-1.0315293,-0.6173968,0.72170913,-1.0602671,-0.9720272,-1.0093926,1.2674657,1
8747,0.54654807,0.29057154,1.0165666,-0.6471662,0.2215329,0.80619705,0.5264811,-0.45712587,-0.06315824,0.19122154,0.92534596,0.6469256,-0.8496865,-0.3436308,-0.70609826,1.0310467,1
10484,-0.13674015,-0.24065545,-0.1888461,-0.74177235,-0.5905735,-0.1322756,-0.15640566,-0.07214793,-0.3536648,-0.3869861,-0.91348714,-0.110752605,-0.04004219,-0.07178667,-0.04562837,-0.15519649,1
16024,0.9989345,-0.8079786,0.591838,-0.52709246,-0.23068002,0.69874054,0.83547294,-1.0313492,0.8790602,-0.42381778,-0.6437231,0.4209042,-1.0602671,-0.9084273,-1.0093926,0.71879536,1
6682,0.5234348,-0.4136233,-0.1888461,-0.74177235,0.014005231,-0.1322756,-0.15640566,-0.0028803519,0.58549595,0.37035897,-0.78848916,-0.110752605,-0.0643128,-0.12779103,0.078497775,-0.15519649,1
9425,0.9466748,-1.0473027,0.8113554,-0.74177235,-1.0644995,-0.1322756,1.8857516,-1.2200729,1.932747,-1.0315293,-0.91348714,1.1479268,-1.0602671,-1.1872264,-1.0093926,0.30811486,1
11211,0.19216315,-0.370481,0.8063683,-0.74177235,-0.5315376,1.041417,-0.058125865,-0.4649622,-0.27072895,-1.0019883,-0.103124276,0.98735076,-1.0602671,-0.6694628,-1.0093926,1.7299583,1
5526,0.6028824,-1.0473027,1.2977093,-0.74177235,-1.0644995,1.5123229,1.358155,-0.9300817,0.5578746,-1.0315293,-0.91348714,0.75681627,-0.9085985,-1.1872264,-1.0093926,0.7896329,1
13809,0.45833623,-0.57356095,0.6755201,-0.74177235,-0.45005575,0.98474944,0.32993275,-1.1077119,0.19106038,-0.9830917,-0.62954354,0.718392,-1.0602671,-0.9070545,-1.0093926,1.2531277,1
8600,0.3325129,-0.13123621,0.90575856,-0.74177235,-0.20986107,0.94009346,-0.013269747,-0.5015663,0.059960432,-0.80691826,0.20791341,0.9266257,-1.0602671,-0.58322877,-1.0093926,1.5995783,1
11248,-0.13674015,-0.93935335,0.33092025,0.2900852,-0.44490847,-0.1322756,-0.15640566,-0.45151743,-0.3536648,-0.5549894,0.24436663,0.41162455,-0.978175,-0.8602945,-1.0093926,0.37058482,1
7968,0.8026017,-0.5523401,1.0936655,-0.74177235,-0.49829036,0.6949964,0.2940855,-1.2200729,1.5129836,-1.0315293,-0.91348714,1.0161695,-1.0602671,-1.1872264,-1.0093926,0.49659225,1
5814,1.1262095,-0.63662845,0.6703775,-0.53310466,-0.123216756,0.6592295,0.89295423,-1.0627385,0.97346056,-0.27439666,-0.5734727,0.4909946,-1.0602671,-0.814219,-1.0093926,0.5801483,1
4878,0.34547788,-0.73484623,-0.1888461,-0.74177235,-0.8319467,-0.1322756,0.6090554,-1.2200729,1.0870436,-0.70186156,-0.91348714,-0.110752605,-0.6134851,-1.11845,-0.61134523,-0.15519649,1
10551,0.19409482,-0.085386425,1.0861464,-0.74177235,-0.6728741,1.3436081,0.93900275,-0.97212183,-0.19330351,-0.6898767,-0.59439015,0.8607042,-1.0602671,-0.74791497,-1.0093926,0.8557969,1
3252,0.10056882,-0.673009,0.9207641,-0.63262457,-0.96779364,1.1180494,0.36108807,-0.7638914,-0.08675663,-0.89503753,0.08941952,1.0310485,-1.0602671,-0.8813162,-1.0093926,2.1561823,1
1560,-0.13674015,-0.30340934,1.5443481,-0.74177235,-0.87988275,-0.1322756,1.0593947,-1.2200729,1.2064526,-1.0315293,-0.91348714,1.6745081,-1.0602671,-1.1872264,-1.0093926,0.5659601,1
14464,-0.13674015,-1.0473027,-0.1888461,-0.42040995,-1.0644995,-0.1322756,-0.15640566,-0.3368123,-0.3536648,-0.54925704,-0.91348714,-0.110752605,-0.08091417,-0.86031115,-0.09833416,-0.15519649,1
9808,0.29418886,-1.0046406,0.06574764,-0.74177235,-1.0644995,0.30494878,0.7886325,-1.2200729,0.4866575,-1.0315293,-0.91348714,1.526611,-1.0602671,-1.1872264,-1.0093926,1.4126145,1
13753,1.3467138,-0.5178699,1.3023896,-0.74177235,-0.95986545,0.97381324,1.2582536,-1.2200729,0.87932473,-0.95406616,-0.5110522,0.8988948,-1.0602671,-1.1872264,-1.0093926,0.6699919,1
14979,1.1353368,-0.6485972,1.0874517,-0.48628113,-0.13341694,0.8888853,0.5764472,-1.1388359,1.0871079,-0.30100265,-0.6740384,0.49280956,-1.0602671,-0.9563305,-1.0093926,0.39480498,1
9629,-0.13674015,-0.3083347,-0.1888461,-0.74177235,-0.5958982,-0.1322756,-0.14099339,0.11439405,-0.3536648,0.035166178,-0.91348714,-0.110752605,-0.09133366,-0.19344999,-0.05805495,-0.15519649,2
15887,0.9000678,-1.0473027,0.41375905,-0.74177235,-0.71214694,0.5432831,0.27133507,-0.8378293,0.54555875,-0.78712547,-0.91348714,0.17593904,-1.0602671,-0.9593777,-1.0093926,0.45885432,1
11327,0.52104115,-0.51436186,0.7297019,-0.5403776,-0.7463015,0.8034431,0.9047675,-1.2200729,0.30039153,-1.0195941,-0.3250528,0.7643923,-1.0602671,-1.0724769,-1.0093926,1.0353118,1
13299,1.1823742,-1.0473027,0.8793044,-0.28639886,-1.0644995,0.96568984,1.2456194,-1.2200729,0.9308724,-0.77500975,-0.91348714,0.12013434,-1.0602671,-1.1872264,-1.0093926,0.41495866,1
8903,0.44031814,-0.7686591,0.5708592,-0.74177235,-0.6379733,0.9136888,0.37015253,-0.4947416,-0.04059851,-0.41227543,-0.91348714,0.113747425,-1.0497721,-0.61758053,-1.0093926,0.32073537,1
13885,-0.13674015,-0.10281167,-0.1888461,1.3067322,-0.008669869,-0.1322756,-0.15640566,0.026531456,-0.3536648,0.42324188,0.8596239,-0.110752605,0.24870409,0.05801886,0.21556905,-0.15519649,2
14977,0.5884707,0.14523534,0.87892294,-0.74177235,-0.061446566,1.220545,0.91818964,-0.2131476,-0.19812092,0.4491236,0.0056288927,0.44978258,-0.796002,-0.33656153,-0.7471731,1.0776315,1
5297,0.7430707,-0.64561754,0.2850733,-0.74177235,-0.20675376,-0.12786508,-0.15640566,-0.6677823,0.9798971,-0.15156445,-0.91348714,-0.110752605,-0.56282806,-0.6160521,-0.14575845,-0.15519649,1
592,-0.13674015,-1.0473027,-0.14937909,-0.74177235,-1.0644995,-0.1322756,0.19208826,-1.2200729,0.67547673,-1.0315293,-0.91348714,1.8588891,-1.0602671,-1.1872264,-1.0093926,0.79117054,1
15037,1.3393188,-0.68608093,1.2122834,-0.47382855,-0.66936237,0.32927263,1.7611741,-1.2200729,1.7466989,-1.0315293,-0.86757696,1.1224998,-1.0602671,-1.1872264,-1.0093926,0.30666414,1
1990,0.035134234,-0.43735617,-0.1888461,-0.74177235,-0.58626604,-0.1322756,-0.051719688,-0.11662702,-0.26970288,-0.03833603,-0.91348714,-0.110752605,-0.17649767,-0.3299771,-0.12958926,-0.15519649,1
10585,0.28784856,-0.37443978,0.7096137,-0.74177235,-0.31284603,0.9613652,0.27014765,-0.96223855,-0.03981672,-0.7187898,-0.65053767,0.72206634,-1.0602671,-0.7193256,-1.0093926,1.2394171,1
8528,-0.13674015,-1.0047046,-0.1888461,-0.38917494,-0.09330621,-0.1322756,-0.15640566,-0.70682836,-0.01012685,-0.93858296,-0.91348714,-0.110752605,-0.25328058,-0.5776986,0.40974683,-0.15519649,1
12207,0.965802,-0.92416817,0.599279,-0.74177235,-1.0644995,0.3139978,1.1034672,-0.62360555,0.18374948,-0.35450366,-0.91348714,-0.110752605,-0.09854761,-0.80194557,0.067710675,-0.15519649,1
13836,0.07101533,0.22698238,0.6510729,-0.74177235,-0.18570405,1.2492365,0.460218,-0.40453672,-0.3536648,-0.15592262,-0.07639478,0.8736374,-1.0602671,-0.40538308,-1.0093926,1.5950665,1
10042,0.39921856,-1.0473027,0.60677624,-0.74177235,-1.0644995,0.5513384,0.5108265,-1.2200729,1.1094149,-1.0315293,-0.91348714,1.4482416,-1.0602671,-1.1872264,-1.0093926,0.9367888,1
10254,-0.13674015,-0.3701411,-0.1888461,-0.74177235,-0.2129153,-0.1322756,-0.15640566,0.011705603,-0.3536648,-0.110976525,-0.8434755,-0.110752605,-0.16334933,-0.11419975,0.095504865,-0.15519649,2
1281,0.5016704,-1.0473027,1.2942606,-0.74177235,-1.0644995,1.500947,1.2494291,-1.1444795,0.49577072,-1.0315293,-0.91348714,0.8005382,-0.91916066,-1.1872264,-1.0093926,1.047083,1
11654,0.7705502,-0.64009035,0.8309054,-0.4627335,-0.7688475,0.9277185,0.90283763,-1.2200729,0.42124006,-0.8277248,-0.41014454,0.6079889,-1.0602671,-1.0094099,-1.0093926,1.0057014,1
14077,1.3834943,-1.0473027,0.06259395,-0.74177235,-1.0644995,-0.1322756,1.2073313,-1.2200729,1.0135522,-1.0315293,-0.91348714,-0.110752605,-0.23566549,-1.1872264,-0.3383746,-0.15519649,1
2982,-0.13674015,1.8487489,-0.1888461,1.5687779,1.3455788,-0.1322756,-0.15640566,1.7474065,-0.3536648,1.4872686,2.3480203,-0.110752605,1.5487771,1.5321871,1.7840525,-0.15519649,2
13728,0.36148483,-1.0473027,-0.1888461,-0.74177235,-1.0644995,-0.1322756,-0.04820542,-1.2200729,0.849282,-0.7529782,-0.91348714,-0.110752605,-0.32858306,-1.1872264,-0.47461858,-0.15519649,1
3612,0.3762789,-0.5485627,-0.12244803,-0.74177235,-0.3126263,-0.1322756,-0.15640566,-0.5780541,0.41109625,-0.07787837,-0.91348714,-0.110752605,-0.4796893,-0.5347217,-0.2018201,-0.15519649,1
2553,-0.13674015,-1.0473027,-0.1888461,-0.74177235,-1.0644995,-0.1322756,-0.15640566,-1.2200729,-0.3536648,-1.0315293,-0.91348714,1.4132828,-1.0602671,-1.1872264,-1.0093926,1.5903931,1
13330,1.0515354,-1.0473027,0.6880218,-0.74177235,-1.005097,-0.1322756,1.2878464,-1.2200729,1.7907385,-1.0315293,-0.91348714,-0.110752605,-0.5605883,-1.1872264,-0.3260892,-0.15519649,1
8643,0.999127,-1.0473027,0.855043,1.021491,-1.0644995,0.42342737,1.3098798,-1.2200729,1.4235921,-1.0315293,0.088880345,0.6075225,-1.0602671,-1.1872264,-1.0093926,1.0860826,1
2419,1.2863005,-1.0473027,0.1918624,-0.74177235,-0.92383444,0.5798779,0.8516972,-1.0846028,0.7744521,-0.7673631,-0.91348714,0.15185508,-1.0602671,-1.1872264,-1.0093926,0.67231214,1
669,-0.13674015,-0.5022811,-0.1888461,-0.74177235,-0.9214313,-0.1322756,-0.15640566,-0.92547536,-0.09382745,-0.61497927,-0.91348714,-0.110752605,-0.35509318,-0.8297185,-0.32003275,-0.15519649,1
11371,-0.13674015,-0.9844629,0.50447595,-0.6383425,-0.03803864,0.104444556,-0.15640566,-0.23699346,-0.3536648,-0.2805929,0.03244404,0.4703042,-1.0601667,-0.5524132,-1.0093926,0.5917767,1
9724,0.65601724,-1.0298754,0.44549707,-0.74177235,-0.5512169,0.6333992,0.2551055,-0.67945373,0.26256058,-0.5956002,-0.91348714,0.07590427,-1.0602671,-0.72189295,-1.0093926,0.25337183,1
3789,1.3812777,-0.9285665,0.96825665,-0.34431347,-0.9268059,0.63128644,1.3661892,-1.1575522,1.0967097,-0.44220072,-0.37961233,0.20936391,-1.0602671,-1.1872264,-1.0093926,0.15592062,1
1006,-0.08777458,-1.0473027,0.5206792,-0.74177235,-0.40078923,0.32179856,-0.019865436,-0.07604424,-0.35305429,-0.25139672,-0.43122542,0.7190415,-1.0602671,-0.7160451,-1.0093926,0.8616148,1
13893,-0.13674015,-1.0473027,0.6798037,-0.74177235,-1.0644995,0.52782905,-0.15640566,-0.5183388,-0.3536648,-1.0315293,-0.91348714,0.38351572,-1.0602671,-1.1872264,-1.0093926,0.48068345,1
12396,1.3615282,-1.0473027,0.29889956,-0.74177235,-1.0644995,-0.1322756,1.1176507,-1.2200729,1.1524001,-0.61709476,-0.91348714,-0.110752605,-0.25075534,-1.0853418,-0.098090515,-0.15519649,1
5348,-0.13674015,-1.0473027,0.5882965,-0.29933763,-0.24520642,-0.102315925,-0.15351714,-0.31028566,-0.3536648,-0.27380726,0.058004305,0.44287825,-1.0602671,-0.82570255,-1.0093926,0.16820352,1
8059,1.6012949,-1.0086164,1.1602484,0.7127194,-0.81846786,0.48441684,1.8071021,-1.2200729,1.5844356,-0.53515595,-0.067062065,0.5774383,-1.0602671,-1.1872264,-1.0093926,0.35769403,1
