,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
4053,0.91655743,-0.79361224,1.3860795,-0.74177235,-0.69375753,0.5634157,0.39042535,-1.2200729,1.5115572,-1.0315293,-0.91348714,0.8840438,-1.0602671,-1.1872264,-1.0093926,0.39910352,1
11267,-0.13674015,-0.07311779,-0.1888461,-0.74177235,-0.03706747,-0.1322756,-0.15640566,-0.14024726,-0.3536648,0.2677976,-0.7619485,-0.110752605,-0.060032953,-0.10234105,0.2475626,-0.15519649,1
1212,0.6567884,-1.0473027,0.65037656,-0.74177235,-1.0644995,-0.1322756,1.779779,-1.2200729,1.8262595,-1.0315293,-0.91348714,1.5026872,-1.0602671,-1.1872264,-1.0093926,0.6802322,1
9658,1.1645122,-1.0473027,0.83228636,-0.74177235,-1.0644995,1.0105399,1.1960641,-1.1750053,0.5622808,-0.7990486,-0.91348714,-0.110752605,-0.68392855,-1.1872264,-0.7401065,0.047585938,1
318,-0.13674015,-1.0473027,-0.1888461,-0.74177235,-1.0644995,-0.1322756,-0.15640566,-1.0113581,-0.3536648,-1.0315293,-0.91348714,1.6742228,-1.0602671,-1.1872264,-1.0093926,-0.027747424,1
3345,0.16894038,-1.0103221,0.6362571,-0.39884025,-1.0408553,0.80030686,0.12854323,-1.1919471,0.32537162,-1.0315293,-0.03391686,0.7615818,-1.0602671,-1.1391482,-1.0093926,1.6928223,1
3302,-0.13674015,0.7218967,-0.1888461,-0.43573064,0.43228626,-0.1322756,-0.15640566,0.99408436,-0.3536648,0.73548806,0.6842615,-0.110752605,0.78144485,0.6062612,0.7355053,-0.15519649,2
1066,-0.13674015,2.0996547,-0.1888461,1.7383875,1.7536516,-0.1322756,-0.15640566,1.2100481,-0.3536648,0.91963565,2.525918,-0.110752605,1.2704536,1.0154982,1.5363845,-0.15519649,2
15144,0.5201119,-1.0473027,1.2073449,-0.74177235,-1.0644995,1.5333911,1.2764977,-0.6226363,0.013182252,-0.41243082,-0.91348714,-0.07015465,-0.5376029,-1.1244044,-0.5971011,0.24837159,1
6235,0.90716887,-0.882375,0.90251464,-0.74177235,-0.9878229,0.8954055,0.37013835,-1.2200729,1.2998155,-1.0315293,-0.91348714,1.178227,-1.0602671,-1.1872264,-1.0093926,0.857152,1
1161,0.55769646,-1.0473027,-0.058219913,-0.74177235,-1.0644995,-0.1322756,0.5701132,-1.2200729,0.783683,-1.0056162,-0.91348714,-0.110752605,-0.22583961,-1.0483954,-0.11343337,-0.15519649,1
12267,-0.13674015,-0.9037574,0.71603185,-0.74177235,-1.0644995,0.054010794,1.31022,-1.2200729,0.562447,-1.0315293,-0.91348714,1.954911,-1.0602671,-1.1872264,-1.0093926,1.2420248,1
1908,0.83850724,-0.8863846,1.4765962,-0.74177235,-0.80345654,0.6186778,0.3533247,-1.2200729,1.5450119,-1.0315293,-0.91348714,0.95809895,-1.0602671,-1.1872264,-1.0093926,0.41840032,1
7994,0.23919848,-0.3150854,0.8821773,-0.74177235,-0.34601572,1.039281,0.33225155,-0.97106755,-0.03292358,-0.84328765,-0.7187687,0.6806573,-1.0602671,-0.65677935,-1.0093926,0.91394746,1
