,0
0,-16.986683981891108
1,-19.943834407127845
2,-21.4430345757404
3,-25.50857362848841
4,-14.85367402085372
5,-23.145679498465984
6,-31.11340041413509
7,-21.525956435637696
8,-15.089738383831376
9,-24.200466613738755
10,-27.670741703844957
11,-16.671237040862817
12,-54.7530210305315
13,-20.71530938003373
14,-25.12127982716674
15,-30.09479953384284
16,0.0
