'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature',diagnostic
0.24646,0.230967,0.886055,0.37401,0.960857,0.13997,1
0.143327,0.142617,0.928763,0.282579,0.990234,0.079897,4
0.267261,0.241265,0.881941,0.295702,0.971162,0.087517,3
0.391451,0.321647,0.846012,0.281076,0.973083,0.07908,4
0.717019,0.430851,0.810576,0.219588,0.976991,0.048274,1
0.342983,0.276242,0.86771,0.350673,0.935585,0.123083,1
0.18115,0.167733,0.917415,0.355602,0.977059,0.126524,3
0.068381,0.068346,0.96583,0.438857,0.979137,0.192604,3
0.139775,0.139524,0.930263,0.467942,0.927361,0.219031,2
0.089135,0.087726,0.956275,0.334447,0.98947,0.111883,3
0.190818,0.183112,0.909194,0.314279,0.974077,0.098822,1
1.226183,0.693511,0.702913,0.234404,0.825684,0.055123,3
0.306268,0.225375,0.895186,0.33948,0.957551,0.115286,3
0.100512,0.100436,0.949789,0.433632,0.973186,0.188073,1
0.41695,0.338369,0.838046,0.318941,0.936226,0.101789,1
0.103956,0.103868,0.948075,0.371734,0.989512,0.138203,5
0.222276,0.200915,0.901642,0.420824,0.92174,0.177237,1
0.230885,0.206192,0.899308,0.344413,0.959983,0.118707,1
0.14159,0.137436,0.931692,0.39354,0.963514,0.154905,1
0.133649,0.13279,0.933691,0.509063,0.920044,0.259187,3
0.283247,0.255569,0.874854,0.356057,0.943058,0.126867,1
0.164745,0.16136,0.919646,0.355785,0.981545,0.126672,1
0.10296,0.102807,0.948612,0.499974,0.972852,0.249995,3
0.273703,0.239044,0.883893,0.392177,0.922566,0.153905,1
0.113097,0.113054,0.943477,0.442401,0.9566,0.195754,1
0.20646,0.203647,0.898451,0.395074,0.931989,0.156273,3
0.336258,0.282065,0.86425,0.381737,0.899502,0.145889,1
0.119185,0.117416,0.941468,0.419954,0.967927,0.176406,1
0.109396,0.109369,0.945318,0.383626,0.978768,0.147195,4
0.326631,0.277263,0.866249,0.282293,0.969025,0.079786,2
0.115794,0.11567,0.942177,0.433893,0.960653,0.18831,3
0.153978,0.146717,0.927333,0.351644,0.974184,0.123692,1
0.131759,0.130337,0.934972,0.505482,0.95012,0.255566,1
0.097056,0.095446,0.952436,0.367787,0.986019,0.135296,1
0.039676,0.039667,0.980167,0.555694,0.985372,0.308812,5
0.156762,0.145244,0.928471,0.457604,0.93925,0.209459,3
0.452185,0.320255,0.852173,0.404968,0.880604,0.16415,3
0.154398,0.153548,0.923309,0.481051,0.913265,0.231446,1
0.437354,0.324711,0.847998,0.346715,0.882564,0.120336,2
0.054919,0.054622,0.972719,0.458647,0.982844,0.210378,1
0.286681,0.249625,0.878727,0.34652,0.943302,0.120141,2
0.177952,0.164611,0.918971,0.296675,0.983352,0.088059,2
0.10485,0.10404,0.948061,0.476448,0.969786,0.227029,1
0.134878,0.122049,0.940126,0.527248,0.925636,0.27803,3
0.139605,0.137429,0.931497,0.42902,0.949383,0.184117,1
0.322839,0.264324,0.873315,0.308386,0.966203,0.095168,2
0.309196,0.244325,0.883742,0.279429,0.975203,0.078155,3
0.249784,0.21395,0.896545,0.395414,0.936147,0.156437,3
0.228873,0.210494,0.896566,0.420511,0.910225,0.177051,1
0.354227,0.294593,0.858508,0.290444,0.957159,0.084451,1
0.132976,0.131853,0.934184,0.305049,0.989227,0.093072,1
0.296725,0.277836,0.862952,0.36174,0.943444,0.131033,1
0.122181,0.117854,0.941501,0.405342,0.991371,0.164324,5
0.148915,0.14636,0.927075,0.421474,0.953526,0.177751,3
0.331169,0.287508,0.860554,0.395208,0.867618,0.156368,1
0.171417,0.165725,0.917704,0.376292,0.966341,0.141648,3
0.139882,0.139693,0.930172,0.420282,0.957619,0.176664,1
0.794948,0.567836,0.738388,0.196803,0.951261,0.038859,4
0.199319,0.184928,0.908938,0.442229,0.932983,0.195643,1
0.18496,0.178885,0.91115,0.352299,0.965312,0.124162,1
0.201468,0.184079,0.909633,0.436202,0.937669,0.190329,1
0.653564,0.466719,0.78471,0.325542,0.836319,0.106133,1
1.017764,0.534184,0.774746,0.248368,0.914873,0.061838,1
0.115992,0.113797,0.94332,0.481141,0.943235,0.23158,1
0.158044,0.157688,0.921192,0.389307,0.964742,0.151599,1
0.10178,0.101767,0.949118,0.475324,0.957618,0.225989,1
0.120097,0.120049,0.93998,0.388286,0.978188,0.150798,5
0.384801,0.310876,0.851505,0.342139,0.91213,0.117119,1
0.110809,0.110808,0.944596,0.358883,0.985524,0.128816,6
0.239506,0.216144,0.894256,0.40763,0.913021,0.166335,1
0.199534,0.191635,0.904969,0.36306,0.95389,0.131904,3
0.877751,0.487587,0.792038,0.326845,0.820909,0.106901,1
0.125731,0.122304,0.93918,0.439575,0.959626,0.193277,1
0.111701,0.111667,0.94417,0.335627,0.986952,0.112673,1
0.102615,0.098119,0.951387,0.416369,0.972105,0.173391,1
0.136959,0.131086,0.935037,0.479205,0.931486,0.229698,1
0.652184,0.4195,0.81246,0.339636,0.936738,0.115452,1
0.111814,0.11155,0.944251,0.387261,0.981175,0.150015,3
0.081037,0.07681,0.961988,0.370421,0.988389,0.137234,1
0.379015,0.281382,0.868733,0.462388,0.826574,0.21391,1
0.11114,0.110257,0.94496,0.46421,0.964755,0.215523,1
0.121472,0.121266,0.939388,0.592886,0.858044,0.35154,1
0.138415,0.137241,0.931497,0.391818,0.97504,0.153559,2
0.13946,0.13772,0.931304,0.350717,0.97858,0.123051,3
0.140111,0.137128,0.931732,0.29108,0.989889,0.084752,6
1.189418,0.726679,0.680983,0.217509,0.830637,0.047438,3
0.136931,0.12976,0.93581,0.349585,0.978614,0.12224,1
0.477287,0.365144,0.827629,0.406129,0.770217,0.165153,3
0.462791,0.353781,0.83382,0.336211,0.917523,0.113151,1
0.106754,0.106397,0.946838,0.38949,0.977832,0.151716,3
0.38046,0.31287,0.850208,0.299642,0.943524,0.089937,1
0.119994,0.116859,0.94188,0.397508,0.977566,0.158035,1
0.193199,0.165762,0.919694,0.41039,0.972843,0.168489,3
0.170419,0.164772,0.918162,0.416683,0.948878,0.173687,1
0.252296,0.240618,0.880799,0.382029,0.914079,0.146056,1
0.145076,0.137813,0.931792,0.38448,0.973809,0.147869,5
1.13603,0.583067,0.75801,0.369823,0.677108,0.136906,1
0.255076,0.223041,0.891597,0.381365,0.927827,0.145543,1
0.179022,0.178291,0.910928,0.337188,0.967944,0.113781,1
0.316582,0.279061,0.86418,0.34562,0.928234,0.119584,2
0.37536,0.297692,0.858253,0.355089,0.905855,0.126142,1
0.830298,0.536882,0.759292,0.247482,0.898245,0.061403,1
0.107692,0.107548,0.94624,0.443714,0.97488,0.196917,1
0.613054,0.439764,0.796822,0.274244,0.901549,0.075355,1
0.808271,0.497157,0.780934,0.293005,0.873966,0.08593,3
0.13537,0.133277,0.93357,0.459641,0.945157,0.211331,1
0.183093,0.156948,0.92388,0.364709,0.967521,0.133048,1
0.355664,0.295976,0.857889,0.316733,0.942577,0.100466,3
0.206214,0.190575,0.906236,0.337608,0.971029,0.11402,1
0.157624,0.153091,0.923892,0.329696,0.98165,0.108767,1
0.462273,0.31393,0.856559,0.28938,0.947117,0.083824,1
0.280582,0.2428,0.882225,0.260661,0.982788,0.068009,3
0.2401,0.227461,0.887533,0.280788,0.97574,0.078907,1
0.223709,0.193543,0.90606,0.297977,0.978444,0.088829,1
0.296299,0.262179,0.872273,0.392528,0.909704,0.154151,1
0.064522,0.064344,0.967846,0.575565,0.957088,0.331292,1
0.220717,0.20551,0.898758,0.344556,0.970507,0.118791,1
0.058767,0.058683,0.970667,0.571472,0.963412,0.326599,1
0.810919,0.485397,0.787896,0.247972,0.940421,0.061571,1
0.562628,0.375213,0.830356,0.366152,0.848836,0.134166,1
0.410244,0.282807,0.870668,0.252891,0.986143,0.063995,1
0.137659,0.137144,0.931479,0.434813,0.95414,0.189122,1
0.138311,0.137789,0.931158,0.431237,0.948174,0.186001,2
0.148889,0.140013,0.930826,0.378855,0.971471,0.143598,1
0.233893,0.231236,0.884648,0.43023,0.88965,0.185362,4
0.130944,0.125953,0.9375,0.340234,0.984435,0.11578,1
0.18506,0.18272,0.908874,0.371067,0.953577,0.137768,1
0.257385,0.232362,0.886252,0.417781,0.890972,0.174651,1
0.158956,0.149341,0.926272,0.347734,0.97791,0.120961,1
0.839425,0.495303,0.783875,0.275031,0.901484,0.075748,1
1.025917,0.574171,0.754151,0.257161,0.841519,0.066353,3
0.077341,0.07732,0.961342,0.381749,0.987043,0.145757,1
0.130785,0.13049,0.934785,0.527815,0.910866,0.278692,2
0.728036,0.476597,0.785441,0.287398,0.909631,0.082748,1
0.133677,0.13169,0.934352,0.477828,0.937063,0.228407,1
0.307464,0.229933,0.892366,0.268184,0.978778,0.071963,1
0.132906,0.129301,0.935694,0.354993,0.983178,0.126048,1
0.104251,0.101217,0.949687,0.377872,0.979732,0.142825,3
0.125489,0.125478,0.937262,0.419747,0.958535,0.176233,3
0.13014,0.125732,0.937572,0.351321,0.979225,0.123492,1
0.299935,0.255233,0.87678,0.287228,0.974712,0.082564,1
0.634795,0.436043,0.801094,0.274695,0.925805,0.075597,3
0.212003,0.171889,0.917942,0.42196,0.964744,0.178073,1
0.231496,0.209928,0.897167,0.310534,0.967984,0.096511,3
0.155247,0.148531,0.926397,0.351025,0.976282,0.123276,3
0.086432,0.085783,0.957173,0.458539,0.968343,0.210287,2
0.28529,0.223118,0.894304,0.346307,0.961019,0.119994,1
0.104282,0.103749,0.948179,0.390491,0.976247,0.152508,3
0.373062,0.297867,0.857781,0.366462,0.906889,0.134441,1
0.195656,0.148538,0.929965,0.446416,0.934388,0.199327,1
0.275572,0.216078,0.897596,0.342462,0.960183,0.117333,1
0.515451,0.387194,0.818433,0.309248,0.919898,0.095819,1
0.202597,0.172946,0.916402,0.439698,0.944962,0.193527,4
0.19252,0.174637,0.914441,0.361408,0.964116,0.130684,3
0.370911,0.337292,0.834716,0.333274,0.935533,0.112084,5
0.095633,0.095626,0.952188,0.437096,0.969574,0.191064,5
0.517035,0.394619,0.8147,0.311973,0.91179,0.097462,1
0.131111,0.130997,0.934513,0.419915,0.963317,0.176373,2
0.186938,0.169764,0.916826,0.434193,0.962914,0.188609,4
0.099488,0.099462,0.950271,0.51358,0.939672,0.263803,3
0.086579,0.086579,0.95671,0.551039,0.926993,0.303701,3
0.095255,0.094271,0.952963,0.34436,0.99242,0.118601,1
0.585862,0.441163,0.793515,0.323285,0.81956,0.104837,1
0.201428,0.19087,0.90561,0.383708,0.952378,0.147324,1
0.144784,0.13837,0.931449,0.369591,0.982476,0.136642,6
0.637381,0.411128,0.814801,0.267984,0.943642,0.07196,1
0.254041,0.219777,0.893114,0.306113,0.967313,0.093753,1
0.56118,0.330504,0.85448,0.299362,0.938244,0.0897,2
0.147121,0.146775,0.926647,0.424375,0.942072,0.180165,1
0.133272,0.132598,0.933769,0.421536,0.974274,0.177705,5
0.167062,0.156006,0.923099,0.334759,0.97726,0.112103,2
0.485989,0.3058,0.863567,0.323906,0.94779,0.105001,1
0.390105,0.312882,0.851129,0.340192,0.898048,0.116,1
0.527172,0.407512,0.807967,0.286409,0.908072,0.082236,1
0.20979,0.188097,0.908096,0.323484,0.976257,0.104707,1
0.634322,0.434171,0.802058,0.218122,0.962998,0.047685,1
0.303413,0.237207,0.887707,0.457878,0.865048,0.209785,1
0.397476,0.340061,0.835661,0.323324,0.930163,0.105194,1
0.220062,0.21342,0.893947,0.364888,0.945338,0.133216,1
0.089164,0.08762,0.956344,0.484075,0.972202,0.234353,4
0.179946,0.179175,0.91049,0.370758,0.959031,0.137507,1
0.174252,0.167399,0.916974,0.367569,0.967609,0.135171,3
0.099943,0.091044,0.95531,0.32835,0.990974,0.107837,1
0.370799,0.326673,0.840987,0.272212,0.956313,0.074192,2
0.43465,0.360838,0.826827,0.288089,0.929399,0.083163,2
0.292716,0.252938,0.877268,0.368629,0.938693,0.136046,3
0.214557,0.195142,0.904335,0.363257,0.960111,0.132064,1
0.147522,0.144773,0.927885,0.487018,0.927049,0.237266,1
0.808423,0.491427,0.783164,0.275675,0.888716,0.076082,1
0.463,0.315244,0.85561,0.372389,0.897523,0.138796,1
0.110239,0.103344,0.948956,0.441341,0.963963,0.194841,1
0.052046,0.052044,0.973978,0.52889,0.976291,0.279739,6
0.356885,0.231958,0.895666,0.343126,0.93924,0.117776,1
0.3464,0.244553,0.886925,0.344472,0.945823,0.118743,1
0.17583,0.159518,0.921834,0.483785,0.892778,0.234108,2
0.131129,0.130781,0.934644,0.333137,0.982586,0.110992,2
0.157607,0.138307,0.932612,0.299141,0.985768,0.089515,1
0.132287,0.132213,0.933901,0.43881,0.951785,0.192609,1
0.724958,0.460106,0.794682,0.269485,0.923091,0.072705,1
0.160543,0.153119,0.924179,0.486566,0.915681,0.236837,1
1.227057,0.71107,0.69351,0.211213,0.892501,0.044727,1
0.388516,0.285985,0.866902,0.294098,0.969334,0.086559,1
0.128631,0.128614,0.935695,0.488826,0.920909,0.238977,1
0.143376,0.143116,0.928468,0.392352,0.980739,0.154015,6
0.371995,0.282423,0.866874,0.234746,0.983818,0.055139,3
0.24863,0.23249,0.885308,0.406811,0.933719,0.165643,1
0.09764,0.097058,0.951529,0.507005,0.950249,0.257133,1
0.208106,0.187262,0.908386,0.371566,0.974118,0.138137,1
0.37474,0.289571,0.863104,0.293167,0.954119,0.086064,2
0.397404,0.314821,0.850641,0.294132,0.946454,0.086646,2
0.140837,0.140733,0.929644,0.374019,0.978017,0.139918,1
0.224749,0.210392,0.896227,0.287533,0.980625,0.082801,3
0.164921,0.139509,0.932655,0.545922,0.876272,0.298083,3
0.391525,0.290448,0.864211,0.441457,0.815187,0.195023,5
0.245096,0.238939,0.881143,0.472573,0.876908,0.223554,3
0.099598,0.092739,0.954223,0.610968,0.883605,0.373322,1
0.131551,0.12874,0.935879,0.441436,0.947924,0.194892,1
0.141537,0.140831,0.929652,0.357368,0.980335,0.12773,1
0.508122,0.356083,0.835782,0.306778,0.90101,0.09428,1
0.15137,0.139127,0.931579,0.509336,0.942229,0.259503,5
0.381078,0.291943,0.862332,0.326565,0.935949,0.10672,1
0.105077,0.104449,0.947837,0.31286,0.992128,0.097905,3
0.072507,0.072507,0.963747,0.320943,0.993343,0.10301,6
0.149962,0.146826,0.926874,0.365519,0.970106,0.133645,1
0.137604,0.131452,0.934865,0.373538,0.973228,0.139563,1
0.113126,0.111854,0.944192,0.428061,0.976408,0.183246,1
0.301828,0.269259,0.86846,0.293295,0.968107,0.086102,3
0.208494,0.204694,0.898032,0.427855,0.900447,0.183145,1
0.944053,0.493113,0.793683,0.375571,0.886116,0.141137,1
0.100408,0.100361,0.949824,0.43345,0.973371,0.187899,1
0.115748,0.110938,0.944971,0.413773,0.974987,0.171253,1
0.350052,0.292855,0.859085,0.305544,0.964343,0.093449,1
0.227325,0.18529,0.911378,0.365035,0.967014,0.133287,1
0.175736,0.171409,0.914727,0.47133,0.922342,0.222206,1
0.517129,0.409293,0.805783,0.264771,0.942051,0.070242,1
0.180772,0.162818,0.920297,0.439286,0.956256,0.193071,1
1.025562,0.595959,0.741738,0.262317,0.836685,0.068961,1
0.517623,0.347248,0.84248,0.396397,0.94614,0.157178,1
0.142502,0.139732,0.93041,0.342841,0.981012,0.117574,1
0.614595,0.475198,0.776203,0.283371,0.890954,0.080447,1
0.266241,0.257057,0.872384,0.351669,0.927159,0.12381,3
0.392939,0.316124,0.849415,0.231904,0.981877,0.053861,1
0.386507,0.35562,0.825274,0.262845,0.955475,0.069315,4
0.284142,0.249472,0.878663,0.422199,0.876305,0.178453,5
0.324746,0.28608,0.860739,0.281126,0.966773,0.079103,1
0.220639,0.206754,0.898,0.380729,0.935489,0.145081,3
0.148576,0.143605,0.928695,0.446555,0.959984,0.199487,1
0.251484,0.223028,0.891269,0.32257,0.962143,0.104125,3
0.170217,0.167997,0.916223,0.367543,0.963859,0.135143,1
0.160464,0.145895,0.928495,0.268519,0.992428,0.072133,1
0.208577,0.198205,0.901916,0.434749,0.918014,0.189084,1
0.899804,0.553461,0.755563,0.199553,0.946633,0.039879,1
0.114105,0.113548,0.943282,0.460865,0.948549,0.212428,2
0.20581,0.200792,0.900098,0.370027,0.953365,0.137033,3
0.463104,0.350587,0.835665,0.279661,0.950758,0.078359,2
0.794796,0.479258,0.788865,0.269973,0.877363,0.073013,2
0.140895,0.140588,0.929737,0.430487,0.95798,0.185346,1
0.091476,0.090929,0.95459,0.45025,0.965661,0.202767,1
0.175815,0.16781,0.916892,0.468708,0.90872,0.219751,1
0.489577,0.350151,0.838108,0.419109,0.83573,0.175767,2
0.364526,0.325353,0.841208,0.244438,0.969218,0.059906,3
0.139914,0.139843,0.930086,0.320983,0.983559,0.103058,1
0.469635,0.382882,0.816989,0.301467,0.910079,0.091188,1
0.097456,0.097185,0.951435,0.455068,0.966408,0.207111,3
0.240303,0.200927,0.903141,0.24064,0.993421,0.057945,1
0.133887,0.133161,0.933492,0.505524,0.911935,0.255616,1
0.211269,0.195774,0.903628,0.409848,0.944923,0.16806,1
0.286215,0.245172,0.881478,0.335784,0.96391,0.112858,1
0.264422,0.207406,0.901301,0.297746,0.971905,0.088694,1
0.190095,0.181875,0.909883,0.286171,0.990235,0.08195,3
0.12482,0.118066,0.941636,0.335565,0.98476,0.112627,1
0.117563,0.105309,0.94853,0.370834,0.983089,0.137531,1
0.140886,0.13177,0.934999,0.521199,0.922348,0.271696,3
0.094828,0.09374,0.953237,0.491473,0.954331,0.241563,3
0.5675,0.348931,0.845625,0.403152,0.87436,0.16263,1
0.874594,0.553069,0.754295,0.277455,0.865306,0.077081,1
0.16324,0.158307,0.921338,0.483023,0.943924,0.233377,1
0.720117,0.455524,0.796908,0.265526,0.901335,0.070786,3
0.257283,0.231952,0.886325,0.376672,0.933338,0.141971,1
0.603595,0.410042,0.812817,0.261134,0.939803,0.068307,1
0.21682,0.207313,0.897293,0.368859,0.947912,0.136275,1
0.480652,0.353943,0.834373,0.29837,0.928204,0.089133,1
0.118153,0.114241,0.943224,0.338483,0.987123,0.114589,1
0.268521,0.256179,0.87314,0.309971,0.955428,0.096176,2
0.392503,0.33726,0.836767,0.256806,0.968168,0.066079,3
0.596194,0.385544,0.826882,0.301224,0.93374,0.090818,1
0.279333,0.243455,0.881807,0.326737,0.971954,0.106858,6
0.276541,0.265609,0.868286,0.323471,0.954001,0.104781,1
0.175851,0.173377,0.913559,0.476979,0.901813,0.227578,3
0.187105,0.185598,0.907351,0.454551,0.923522,0.206668,1
0.519225,0.409041,0.806227,0.338981,0.888679,0.11508,1
0.231789,0.219451,0.891493,0.305912,0.970954,0.093685,1
0.107482,0.10575,0.947282,0.392231,0.978496,0.153864,1
0.110794,0.110416,0.944829,0.547904,0.986523,0.300272,6
0.159598,0.151646,0.92494,0.365216,0.969136,0.133418,1
0.441635,0.371941,0.820796,0.234803,0.965807,0.055244,3
0.994251,0.600078,0.737131,0.246653,0.871767,0.061074,1
0.385302,0.289611,0.864574,0.415973,0.88312,0.17313,1
0.092311,0.092139,0.953948,0.607364,0.928598,0.368918,1
0.229837,0.216905,0.892776,0.493479,0.832423,0.243681,1
0.369336,0.319776,0.844838,0.334531,0.951358,0.112046,1
0.205839,0.19863,0.901404,0.374501,0.976782,0.14029,1
0.114053,0.112582,0.943851,0.366375,0.981541,0.13426,2
0.167307,0.163085,0.918841,0.380667,0.958794,0.144927,2
0.247707,0.218213,0.893769,0.333182,0.957848,0.111132,1
0.555079,0.379353,0.826797,0.369398,0.848367,0.136617,3
0.237144,0.210325,0.897459,0.326762,0.95964,0.106882,2
0.130794,0.128633,0.935899,0.417861,0.972422,0.174639,1
0.407882,0.349095,0.831206,0.356792,0.87738,0.127507,3
0.289437,0.269441,0.867251,0.395465,0.916148,0.156683,1
0.957633,0.575901,0.747361,0.23865,0.877478,0.057102,1
0.129836,0.129544,0.935257,0.405614,0.962858,0.1646,2
0.233263,0.226102,0.887664,0.309335,0.975612,0.095736,1
0.287349,0.239058,0.885223,0.285561,0.97779,0.081601,1
0.73523,0.498532,0.773613,0.254566,0.912462,0.064964,1
0.133569,0.131934,0.934188,0.512777,0.933219,0.262996,1
0.212165,0.197576,0.902657,0.431521,0.972491,0.186373,1
0.168429,0.162765,0.919167,0.331797,0.985094,0.110115,1
0.164715,0.153686,0.92424,0.371041,0.968416,0.137713,1
0.116334,0.115782,0.942164,0.362297,0.984809,0.131278,1
0.500018,0.401492,0.80872,0.300591,0.89902,0.090554,3
0.293653,0.226848,0.892562,0.330666,0.955554,0.1094,1
1.026514,0.519356,0.787097,0.357123,0.788718,0.127612,1
0.167785,0.166718,0.916748,0.358732,0.969609,0.128719,3
0.267261,0.241265,0.881941,0.295702,0.971162,0.087517,2
0.26643,0.199626,0.906193,0.279354,0.982712,0.078069,1
0.104243,0.104209,0.947899,0.516654,0.939801,0.266951,3
0.536791,0.38451,0.822497,0.23014,0.964418,0.053052,3
0.260237,0.216413,0.896079,0.308856,0.985104,0.095426,5
0.216487,0.19733,0.903094,0.413962,0.929855,0.171491,3
0.358279,0.303124,0.853879,0.303695,0.945408,0.09236,3
0.187305,0.180831,0.910227,0.389918,0.955246,0.152078,1
0.163629,0.152613,0.92475,0.396023,0.965449,0.156892,5
0.12342,0.12281,0.938656,0.391638,0.973449,0.153452,1
0.573841,0.370298,0.833863,0.331835,0.91806,0.110193,1
0.217513,0.203755,0.899476,0.267901,0.987926,0.071804,1
0.153489,0.150641,0.924964,0.398622,0.967974,0.158972,5
0.674529,0.400797,0.824375,0.388976,0.842955,0.1514,5
0.080878,0.080874,0.959563,0.490659,0.960317,0.240778,1
0.647874,0.397516,0.824653,0.344811,0.85128,0.119019,1
0.217711,0.203992,0.899353,0.364749,0.956748,0.13313,1
0.310382,0.282036,0.861697,0.337038,0.926109,0.113736,3
0.13856,0.129819,0.935933,0.360227,0.973918,0.129817,5
0.223124,0.201881,0.901012,0.308196,0.977058,0.095065,1
0.493116,0.423898,0.794888,0.249693,0.937401,0.062533,1
0.164968,0.164313,0.917908,0.308093,0.981351,0.094971,2
0.279114,0.258628,0.872725,0.33668,0.956888,0.113493,1
0.706958,0.454042,0.797123,0.334707,0.847068,0.112149,1
0.153568,0.149812,0.925451,0.353887,0.973097,0.125305,1
0.097683,0.097665,0.951169,0.408511,0.973676,0.166898,1
0.144185,0.131138,0.935699,0.353292,0.981464,0.12485,1
0.136101,0.134834,0.932704,0.435216,0.955448,0.189458,1
0.635845,0.469615,0.781205,0.330095,0.779892,0.109299,1
0.140483,0.13607,0.932391,0.370503,0.976124,0.137326,1
0.12747,0.12742,0.936295,0.319935,0.986106,0.102371,1
0.805652,0.568768,0.738979,0.228111,0.889199,0.052214,1
0.521234,0.398255,0.812723,0.319706,0.871642,0.102329,1
0.227506,0.222405,0.889308,0.355348,0.952539,0.126463,2
0.152792,0.151738,0.924235,0.415796,0.951992,0.172931,2
0.152792,0.151738,0.924235,0.415796,0.951992,0.172931,1
1.111348,0.688913,0.696248,0.221595,0.846643,0.049245,3
0.206921,0.176591,0.914536,0.346301,0.96888,0.11999,1
0.246117,0.214359,0.895932,0.345844,0.966933,0.119693,1
0.204866,0.199508,0.900781,0.452187,0.912386,0.204553,2
0.134258,0.130778,0.934956,0.37958,0.971041,0.144118,3
0.52959,0.441975,0.787684,0.24838,0.926936,0.061884,4
0.103518,0.103101,0.948489,0.483427,0.956722,0.233729,1
0.091422,0.090493,0.954844,0.599001,0.981503,0.358835,1
0.297108,0.276301,0.863805,0.377351,0.886913,0.142544,3
0.174291,0.163117,0.919525,0.393369,0.958883,0.154837,2
0.155163,0.14499,0.928514,0.386073,0.960855,0.149113,3
0.402574,0.302504,0.857513,0.32152,0.932786,0.103536,2
0.150548,0.150272,0.924892,0.536808,0.945491,0.288185,2
0.073157,0.073097,0.963457,0.51326,0.964429,0.263462,6
0.183473,0.182464,0.908869,0.31385,0.975939,0.098557,1
0.671379,0.438108,0.802714,0.320444,0.894177,0.102849,1
0.254424,0.200182,0.905125,0.281752,0.984204,0.079413,1
0.129325,0.128225,0.935998,0.395136,0.965762,0.15619,3
0.10074,0.100738,0.949631,0.530474,0.92589,0.281443,2
0.266522,0.227895,0.889802,0.432535,0.90784,0.187258,4
0.127111,0.125187,0.937585,0.306311,0.987993,0.093854,1
0.113933,0.11268,0.943785,0.308913,0.990106,0.095448,2
0.171626,0.170327,0.914964,0.312084,0.979422,0.097443,3
0.310879,0.277053,0.864814,0.322107,0.93784,0.103922,2
0.11183,0.109663,0.945385,0.461813,0.962351,0.213352,5
0.163923,0.163261,0.918436,0.488028,0.904319,0.238258,3
0.167805,0.166763,0.916723,0.282834,0.986993,0.080014,2
0.147079,0.144111,0.92821,0.365541,0.970341,0.133637,3
0.278103,0.209424,0.901446,0.236895,0.989286,0.056149,2
0.087974,0.087958,0.956023,0.486636,0.955153,0.236833,3
0.118783,0.118453,0.940807,0.485021,0.939922,0.235288,1
0.113047,0.105595,0.947928,0.34783,0.986425,0.121005,3
0.134073,0.132903,0.933665,0.391908,0.967273,0.153619,1
0.27195,0.250199,0.877064,0.354476,0.976342,0.125788,3
1.706032,0.794957,0.682215,0.194876,0.851433,0.038055,1
0.571903,0.331953,0.853211,0.414771,0.793896,0.17226,4
0.584438,0.433386,0.797803,0.274919,0.908416,0.075753,1
0.240984,0.223255,0.890121,0.335318,0.97098,0.112507,1
0.102804,0.102296,0.948903,0.326379,0.993363,0.106534,1
0.343572,0.287063,0.861979,0.369836,0.905049,0.136935,1
0.154601,0.149939,0.925492,0.312508,0.985169,0.097727,1
0.175923,0.173782,0.913323,0.399866,0.957835,0.159972,3
0.15364,0.153149,0.923474,0.416742,0.944307,0.173694,1
0.148711,0.147779,0.926203,0.332959,0.982853,0.110878,1
0.108482,0.101368,0.949869,0.297792,0.993663,0.088699,6
0.559359,0.316437,0.863029,0.36051,0.916903,0.130035,1
0.118231,0.11803,0.941005,0.505952,0.945712,0.256041,5
0.615725,0.454404,0.788487,0.310533,0.867731,0.096593,1
0.16842,0.163676,0.918636,0.42781,0.948701,0.183112,3
0.180231,0.176859,0.911907,0.426346,0.932299,0.18187,2
0.407996,0.334949,0.83977,0.364283,0.886715,0.132868,1
0.134441,0.134046,0.933016,0.495237,0.93081,0.245325,1
0.074708,0.07434,0.962867,0.488862,0.966795,0.23901,1
0.128942,0.125715,0.93746,0.448907,0.968083,0.201547,3
0.38488,0.294656,0.86091,0.414224,0.906,0.171634,1
0.38324,0.278285,0.870566,0.378422,0.89219,0.143344,4
0.268982,0.236772,0.884816,0.405345,0.928705,0.164421,1
0.133832,0.128946,0.936007,0.319517,0.984793,0.102124,1
1.055461,0.558325,0.765778,0.306941,0.825484,0.094342,1
0.239453,0.222167,0.89063,0.332934,0.963504,0.110935,1
1.879107,0.844016,0.668342,0.208136,0.82762,0.043437,5
0.107904,0.107631,0.946211,0.526169,0.927374,0.276898,1
0.559772,0.373936,0.829998,0.238857,0.961348,0.057147,3
0.154286,0.152684,0.923817,0.326761,0.980775,0.106807,3
0.188164,0.184774,0.907952,0.418379,0.947625,0.175102,1
0.221686,0.202882,0.900403,0.414498,0.930805,0.171854,1
0.173419,0.167516,0.916831,0.425385,0.953781,0.18104,4
0.202146,0.19496,0.903227,0.318898,0.970661,0.101753,3
1.137893,0.631624,0.731232,0.212874,0.90588,0.045425,6
0.219884,0.209037,0.896566,0.32243,0.968453,0.104013,1
0.103038,0.102475,0.948816,0.346573,0.988118,0.120144,3
0.197882,0.179383,0.912093,0.344604,0.967311,0.118821,1
0.177971,0.16116,0.921063,0.339787,0.975626,0.115505,2
0.07973,0.079726,0.960137,0.540189,0.97229,0.291831,6
0.142755,0.141365,0.929457,0.370098,0.969735,0.13704,1
