0,1,2,3,4,5,6,7,8
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9809399703417454,5.0
1.0,2.0,5.0,3.0,4.0,2.0,1.0,0.9793107108309416,1.0
3.0,4.0,3.0,1.0,3.0,1.0,1.0,0.9757707402794933,1.0
1.0,2.0,4.0,3.0,4.0,3.0,2.0,0.9799253615762573,2.0
2.0,2.0,4.0,2.0,4.0,2.0,2.0,0.9762548910149372,2.0
2.0,2.0,4.0,4.0,4.0,3.0,5.0,0.9839282050026171,5.0
3.0,4.0,2.0,1.0,2.0,1.0,2.0,0.9703412451003801,2.0
1.0,1.0,5.0,4.0,5.0,4.0,6.0,0.9682126000671349,6.0
1.0,1.0,5.0,4.0,3.0,3.0,2.0,0.9811237553025912,2.0
2.0,2.0,4.0,1.0,5.0,1.0,1.0,0.9893015421741731,1.0
2.0,2.0,4.0,3.0,4.0,2.0,6.0,0.9764507040154768,6.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9729506563837061,1.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,0.9838743799960208,2.0
2.0,2.0,4.0,3.0,3.0,3.0,1.0,0.9814485125631738,1.0
4.0,4.0,2.0,1.0,3.0,1.0,1.0,0.9718820495694239,1.0
1.0,1.0,5.0,3.0,5.0,3.0,5.0,0.981003568473664,5.0
1.0,2.0,4.0,2.0,5.0,1.0,3.0,0.981094451657687,3.0
2.0,2.0,4.0,3.0,3.0,2.0,5.0,0.9781309316619518,5.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9827828914544167,1.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9844028087225057,1.0
2.0,2.0,4.0,1.0,5.0,1.0,3.0,0.9896948204398635,3.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9623442239583553,5.0
1.0,2.0,5.0,3.0,5.0,2.0,1.0,0.9775058816625236,1.0
2.0,3.0,4.0,2.0,4.0,1.0,1.0,0.9716943676817944,1.0
1.0,1.0,5.0,4.0,5.0,4.0,4.0,0.9853571166584386,4.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.9807719719045002,1.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,0.9775865706354155,1.0
2.0,2.0,4.0,1.0,5.0,1.0,2.0,0.9794810847671858,2.0
1.0,1.0,5.0,4.0,5.0,4.0,6.0,0.9813464804667538,6.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9774897878712967,5.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,0.9822286215259582,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9828604000215574,3.0
2.0,2.0,4.0,3.0,4.0,3.0,4.0,0.9812568882066239,4.0
2.0,2.0,4.0,1.0,5.0,1.0,3.0,0.984445237215801,3.0
1.0,2.0,5.0,4.0,3.0,3.0,2.0,0.9815292652976931,2.0
1.0,2.0,4.0,3.0,5.0,3.0,1.0,0.981654142791777,1.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9720987678772456,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9841900089318859,3.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9751838336432939,3.0
1.0,1.0,5.0,4.0,5.0,3.0,1.0,0.9787559527959958,1.0
1.0,1.0,5.0,2.0,5.0,2.0,4.0,0.9816991204087063,4.0
3.0,4.0,2.0,1.0,3.0,1.0,1.0,0.9917781471790934,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9779068087742125,1.0
1.0,1.0,5.0,2.0,5.0,1.0,4.0,0.9859200469298579,4.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.9810396271005831,1.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9773306030343901,1.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,0.9754712011139195,3.0
2.0,3.0,3.0,2.0,3.0,2.0,4.0,0.9824448926023261,4.0
1.0,2.0,5.0,2.0,5.0,1.0,3.0,0.9794957485217102,3.0
3.0,4.0,2.0,2.0,2.0,1.0,1.0,0.974207276750028,1.0
1.0,1.0,5.0,2.0,5.0,2.0,6.0,0.976355555962421,6.0
3.0,4.0,3.0,1.0,4.0,1.0,1.0,0.9659314796867872,1.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9802703896089625,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9759160187568929,1.0
4.0,4.0,2.0,1.0,4.0,1.0,2.0,0.9726662750688027,2.0
1.0,2.0,4.0,1.0,5.0,1.0,3.0,0.9842220630872907,3.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9813235005079404,1.0
2.0,3.0,4.0,1.0,5.0,1.0,1.0,0.9755630787857063,1.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,0.9898766968135528,3.0
3.0,4.0,2.0,1.0,2.0,1.0,3.0,0.971153422150191,3.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9873844175318679,1.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9839211045545804,1.0
1.0,1.0,5.0,3.0,5.0,3.0,5.0,0.9830409444158786,5.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9858846063732806,1.0
3.0,4.0,3.0,2.0,3.0,1.0,2.0,0.9733198361450173,2.0
1.0,1.0,5.0,2.0,5.0,1.0,5.0,0.9809337448908785,5.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,0.9805601754975967,1.0
1.0,1.0,5.0,5.0,5.0,4.0,1.0,0.9662394227915597,1.0
1.0,2.0,4.0,2.0,5.0,1.0,4.0,0.9811333570183102,4.0
1.0,2.0,4.0,1.0,5.0,1.0,3.0,0.9887674213438458,3.0
1.0,1.0,5.0,4.0,2.0,4.0,5.0,0.9624442636577181,5.0
4.0,5.0,1.0,1.0,1.0,1.0,1.0,0.9601234845939918,1.0
3.0,4.0,2.0,1.0,4.0,1.0,3.0,0.9768272206690619,3.0
2.0,2.0,4.0,2.0,4.0,1.0,3.0,0.9836236862825282,3.0
3.0,4.0,3.0,2.0,4.0,2.0,5.0,0.9661364445134845,5.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,0.9838833260456239,1.0
2.0,2.0,4.0,2.0,5.0,1.0,3.0,0.9842819485789267,3.0
2.0,3.0,3.0,2.0,3.0,2.0,3.0,0.9863101885089245,3.0
1.0,1.0,5.0,1.0,5.0,1.0,5.0,0.9847389849322478,5.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,0.9840806177878828,1.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9825956211201555,3.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,0.9814259707243981,2.0
1.0,1.0,5.0,5.0,5.0,5.0,5.0,0.9596527053904865,5.0
1.0,2.0,4.0,3.0,4.0,2.0,3.0,0.9773172975353662,3.0
3.0,3.0,3.0,2.0,4.0,1.0,1.0,0.9809404730618506,1.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.9841701143808463,1.0
2.0,3.0,3.0,2.0,3.0,2.0,4.0,0.9794083864602222,4.0
2.0,2.0,4.0,3.0,2.0,3.0,3.0,0.9783839795053965,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9768670089254132,1.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9781925349419701,3.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9768743650426792,5.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9825758784308605,3.0
1.0,1.0,5.0,4.0,5.0,3.0,2.0,0.9721189323961633,2.0
3.0,3.0,3.0,2.0,4.0,1.0,1.0,0.980328791428861,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9878109935866713,1.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.985899267514186,1.0
1.0,1.0,5.0,4.0,5.0,4.0,4.0,0.9761198773859722,4.0
2.0,3.0,3.0,1.0,5.0,1.0,2.0,0.9861008759712135,2.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9774654813400474,3.0
1.0,1.0,5.0,2.0,5.0,2.0,5.0,0.9825473881048565,5.0
1.0,2.0,4.0,3.0,5.0,2.0,4.0,0.9830596468247711,4.0
3.0,4.0,3.0,1.0,4.0,1.0,2.0,0.967554117898141,2.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9839983719645398,1.0
3.0,4.0,3.0,2.0,3.0,1.0,4.0,0.9711749929515543,4.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.9776390842727426,1.0
1.0,2.0,4.0,3.0,3.0,3.0,3.0,0.9793073645652915,3.0
1.0,1.0,5.0,3.0,5.0,3.0,4.0,0.9804967215790238,4.0
2.0,3.0,3.0,1.0,4.0,1.0,3.0,0.9891404200834063,3.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,0.9862909733412467,2.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9746342601088073,1.0
2.0,3.0,3.0,1.0,4.0,1.0,2.0,0.9823700502073591,2.0
1.0,1.0,5.0,3.0,5.0,2.0,4.0,0.9820247906385065,4.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9882221400512108,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9883278069836626,1.0
1.0,2.0,4.0,3.0,3.0,3.0,3.0,0.9839829700142598,3.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9837427156520558,5.0
3.0,4.0,2.0,1.0,2.0,1.0,3.0,0.970603540111134,3.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.9816047350020188,1.0
3.0,3.0,3.0,1.0,4.0,1.0,4.0,0.9728831232286654,4.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9812738178803658,3.0
2.0,2.0,4.0,1.0,5.0,1.0,3.0,0.9820649176190877,3.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9800948795407671,3.0
1.0,1.0,5.0,4.0,5.0,4.0,5.0,0.9668084955424197,5.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9757003081551421,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9829068477357653,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9825455752957486,3.0
2.0,2.0,4.0,3.0,3.0,2.0,1.0,0.9869852146643583,1.0
1.0,1.0,5.0,3.0,5.0,3.0,5.0,0.9738714574011661,5.0
1.0,1.0,5.0,4.0,4.0,4.0,4.0,0.9788126342178333,4.0
2.0,3.0,4.0,2.0,4.0,1.0,3.0,0.9742374497908165,3.0
1.0,1.0,5.0,1.0,5.0,1.0,6.0,0.9863676468779785,6.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9800614137992386,3.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.9781627920787155,1.0
1.0,2.0,4.0,3.0,3.0,3.0,3.0,0.9825701358753722,3.0
2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.9743288646208202,1.0
1.0,2.0,4.0,2.0,5.0,2.0,3.0,0.979764408718208,3.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9868794058079108,1.0
2.0,2.0,4.0,2.0,5.0,1.0,3.0,0.9764038222541072,3.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9723024074887344,1.0
2.0,2.0,4.0,1.0,5.0,1.0,1.0,0.977558754410915,1.0
1.0,2.0,4.0,1.0,5.0,1.0,1.0,0.9785516484270907,1.0
1.0,2.0,4.0,3.0,4.0,2.0,3.0,0.981202627538444,3.0
1.0,1.0,5.0,2.0,5.0,2.0,4.0,0.9882782770363093,4.0
2.0,3.0,4.0,2.0,4.0,1.0,2.0,0.9703620963082615,2.0
3.0,3.0,3.0,2.0,3.0,1.0,2.0,0.9795876507554784,2.0
1.0,1.0,5.0,3.0,5.0,3.0,6.0,0.9823589000644073,6.0
3.0,3.0,3.0,3.0,3.0,2.0,3.0,0.9751011309461521,3.0
1.0,2.0,4.0,2.0,5.0,1.0,4.0,0.9867922530583874,4.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9843501661039765,1.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,0.9798704751252766,1.0
2.0,3.0,3.0,2.0,3.0,2.0,3.0,0.980127661176132,3.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.984754157770481,1.0
3.0,4.0,3.0,1.0,5.0,1.0,4.0,0.9766048332548033,4.0
1.0,1.0,5.0,4.0,5.0,4.0,1.0,0.9598819968577885,1.0
1.0,2.0,4.0,3.0,5.0,2.0,6.0,0.9805469298752595,6.0
3.0,3.0,3.0,2.0,3.0,1.0,3.0,0.9797941649836466,3.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,0.98416574449235,1.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9751719734928823,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9768671188882337,3.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9757578309822756,1.0
1.0,2.0,4.0,3.0,5.0,3.0,5.0,0.9873335430259043,5.0
1.0,2.0,4.0,2.0,4.0,2.0,3.0,0.9790935174843564,3.0
1.0,1.0,5.0,5.0,4.0,5.0,5.0,0.9796251554869901,5.0
2.0,2.0,4.0,3.0,4.0,3.0,3.0,0.9803899959346046,3.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9899926228506717,1.0
4.0,4.0,2.0,2.0,3.0,1.0,5.0,0.975389713912873,5.0
2.0,2.0,4.0,1.0,5.0,1.0,3.0,0.989086452717899,3.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,0.9860583252398517,1.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,0.9851187842040915,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.985739584446101,1.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9877767218006676,1.0
1.0,1.0,5.0,3.0,5.0,3.0,4.0,0.9801415827967324,4.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.985254690805164,1.0
1.0,1.0,5.0,3.0,5.0,3.0,4.0,0.9856974003620896,4.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9807167849862725,1.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.9782039221888821,1.0
4.0,4.0,2.0,1.0,3.0,1.0,1.0,0.967762485921206,1.0
2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.9739910522212637,1.0
1.0,2.0,5.0,3.0,5.0,2.0,1.0,0.9812237158801167,1.0
3.0,4.0,2.0,1.0,4.0,1.0,1.0,0.9793266361562071,1.0
1.0,1.0,5.0,2.0,5.0,2.0,4.0,0.9832864313838992,4.0
1.0,2.0,4.0,2.0,5.0,2.0,3.0,0.980050772357634,3.0
4.0,5.0,1.0,1.0,2.0,1.0,3.0,0.9778729342748415,3.0
1.0,1.0,5.0,3.0,5.0,2.0,5.0,0.9803500890269444,5.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,0.9784914157673639,3.0
1.0,1.0,5.0,4.0,4.0,3.0,3.0,0.9798146976144434,3.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,0.9815757619481941,2.0
4.0,4.0,2.0,1.0,3.0,1.0,1.0,0.9767807421641301,1.0
3.0,4.0,3.0,3.0,2.0,2.0,1.0,0.9470652774153665,1.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.9851929350912492,1.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,0.9778408096515478,3.0
3.0,4.0,3.0,2.0,3.0,1.0,3.0,0.9718963557724121,3.0
2.0,2.0,4.0,2.0,5.0,2.0,4.0,0.9854854374434572,4.0
3.0,3.0,3.0,1.0,4.0,1.0,3.0,0.9723144906123375,3.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,0.9831953117355485,2.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,0.9818228354954178,2.0
1.0,2.0,5.0,2.0,5.0,1.0,4.0,0.9797095090699263,4.0
2.0,3.0,3.0,2.0,5.0,1.0,1.0,0.9748953646279422,1.0
3.0,3.0,3.0,1.0,5.0,1.0,2.0,0.9812088982546274,2.0
1.0,2.0,4.0,3.0,3.0,3.0,2.0,0.9802396095137287,2.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.9765123093718875,1.0
1.0,2.0,4.0,4.0,3.0,3.0,3.0,0.9803567877353654,3.0
1.0,2.0,4.0,1.0,5.0,1.0,3.0,0.9874408009635955,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.9833933488125931,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,0.9880235450101623,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,0.9831408866145509,1.0
1.0,1.0,5.0,4.0,5.0,3.0,5.0,0.982660849928537,5.0
2.0,3.0,3.0,2.0,4.0,2.0,3.0,0.983313156191053,3.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,0.9811076338884579,3.0
1.0,1.0,5.0,1.0,5.0,1.0,3.0,0.9834688398614402,3.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.9861782161671521,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,0.9725615625876346,1.0
2.0,3.0,3.0,2.0,4.0,1.0,5.0,0.9841468064814904,5.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,0.9757580315245494,3.0
