,0
0,97.0
1,2.0
2,60.0
3,2.0
4,2.0
5,2.0
6,2.0
7,2.0
8,2.0
9,2.0
10,2.0
11,2.0
12,2.0
13,2.781347983460849
14,1.0523854792532583
15,0.9580811576134692
16,0.5046236136990366
17,0.9958140031689078
18,0.2547321022157729
19,1.0
20,1.0
21,1.0
22,1.0
23,2.0
