,0
0,5.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,0.0
10,1.0
11,1.0
12,1.0
13,0.0039943113184768
14,0.0039943113184768
15,0.920887182767281
16,0.2753357787707727
17,0.954521657890118
18,0.0758157104381617
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
