0,1,2,3
-1.6111986099291535,-0.24400731583715551,1.0613278669986879,
-3.059921064034024,0.2837719398207648,,
-0.3229588858857154,1.693145176859945,2.6494904890506934,3.7183007948004656
-1.2611079747198322,0.7784784033506862,,
-0.9844418093332128,0.9882781845624958,,
-0.43169027992867903,2.2989031323238613,,
-0.49817641894260023,1.9687489425328728,,
-0.22794496063829886,4.371885960382596,,
-0.6297066473345866,1.569079092344138,,
-0.18424023453388103,5.3697355451150015,,
-0.07106990016028236,13.61751129995645,,
-0.30616492320182725,3.2469725009539796,,
-0.3721266158514805,2.6774917238386595,,
2.4181013054833588e-63,1.0,,
