0,1,2
20.48754188890967,20.48754188890967,20.48754188890967
4.2466090014400955,4.2466090014400955,4.2466090014400955
11.914333064088048,11.914333064088048,11.914333064088048
1.947741203991311,1.947741203991311,1.947741203991311
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.246058944509366,4.246058944509366,4.246058944509366
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
