,0
0,-0.6352734474959981
1,-0.4340817601574058
2,-3.7341138492645634
3,-3.212840208882527
4,-0.228478883984791
5,-0.0026129757104455
6,-33.03265756041197
7,-0.0092344522691556
8,-3.535468804284268
9,-0.0053680660697771
10,-0.0198545242009373
11,-10.558464580278162
12,-16.04130033537008
13,-0.0083374936234094
14,-0.0037883649599274
15,-17.99995112707214
16,-19.852111879547788
17,-0.0036668347549555
18,-1.2718638262538131
19,-0.0066277806973944
20,1.0
