0,1,2
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
2.5050598659327497,2.5050598659327497,2.5050598659327497
2.5713465729669993,2.5713465729669993,2.5713465729669993
17.659896326082755,17.659896326082755,17.659896326082755
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
8.398873978110874,8.398873978110874,8.398873978110874
3.5811007618329205,3.5811007618329205,3.5811007618329205
31.868830606140552,31.868830606140552,31.868830606140552
6.2737468494461535,6.2737468494461535,6.2737468494461535
2.664387107846568,2.664387107846568,2.664387107846568
2.972626301008067,2.972626301008067,2.972626301008067
2.86326234294,2.86326234294,2.86326234294
2.9726263010080665,2.9726263010080665,2.9726263010080665
2.7954270925277647,2.7954270925277647,2.7954270925277647
2.5793183243631574,2.5793183243631574,2.5793183243631574
4.2466090014400955,4.2466090014400955,4.2466090014400955
8.660454252560937,8.660454252560937,8.660454252560937
2.543454929201619,2.543454929201619,2.543454929201619
1.0866165835490609,1.0866165835490609,1.0866165835490609
1.5592258298306703,1.5592258298306703,1.5592258298306703
1.124432674362622,1.124432674362622,1.124432674362622
