0,1,2,3,4,5
2.3814929285422904e-64,1.0,,,,
4.893506703383455e-64,1.0,,,,
1.2495026448924227,4.800292521991718,7.137287038686646,,,
1.2521984523859269,4.817400498870523,7.213127748961573,,,
33.9535471178102,57.03934508487104,75.87963182696342,,,
8.423438147974817e-64,1.0,,,,
1.1636081086356658e-63,1.0,,,,
9.980912958244528e-64,1.0,,,,
5.272463105838709e-63,1.0,,,,
7.303188034595004e-63,1.0,,,,
6.312638571521629e-63,1.0,,,,
2.0636611673654848,2.9605737326836716,4.041042258293922,,,
2.6273316429599998,5.927285568603569,11.10214473261479,,,
10.16306365256237,21.513938187497608,85.61690940345393,,,
4.882357187096963,9.299837283199908,20.99898556801002,,,
0.625515312230896,6.915432786795837,,,,
9.167810478201054e-39,1.0,7.0,,,
0.17064741718669535,6.9208083983436115,,,,
1.2350602146487798e-15,1.0,7.0,,,
0.2633260993457112,6.852190311880726,,,,
0.6278337665613954,4.324210253962355,,,,
3.394337395386491e-63,1.0,,,,
0.1369842599900726,0.3059830572211626,0.6046589611569743,1.0496465628698242,1.8897744512903347,
0.11688363285800127,0.20539774441982325,0.31789730373729325,0.4664631337154092,0.6904395050886494,
0.6923189842147284,0.7699416132627475,0.8335007473456255,0.8932555891995221,0.9404791870761703,
0.27022125585118506,0.34729190228969603,0.42320392183961064,0.5114016674066453,0.6468429466447677,
0.70263677749533,0.8193307006797357,0.886181731656558,0.9355339412032746,0.9741696180679392,
0.08623776887877507,0.1462147960687153,0.21628314176210622,0.3037934917829634,0.47015551429519387,
1.0,2.0,3.0,4.0,5.0,6.0
