,0
0,1.0
1,1.0
2,14.0
3,15.0
4,94.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,6.0
12,14.0
13,100.0
14,70.0
15,7.0
16,7.0
17,7.0
18,7.0
19,7.0
20,7.0
21,1.0
22,2.965722
23,1.07852
24,0.982005
25,0.786631
26,0.996907
27,0.618821
28,6.0
