,0
0,-0.8665452194417225
1,-0.8009901337801865
2,-0.7356401728117183
3,-0.5781918996793677
4,-0.8406549760014286
5,-0.7527216578685905
6,-0.7308534521909068
7,-0.7545408935131749
8,-0.7527963207483901
9,-0.7615444929131505
10,-0.6857057986203856
11,-0.7185195641838558
12,-0.7439908984366751
13,-0.7104090204499591
14,-0.7495138760461754
15,0.0
