0,1,2,3,4,5
35.10652957185646,57.2276303732587,75.73584852593974,,,
1.01847493949518,3.4101527741619573,7.333734772308655,10.691307960153345,12.4104803175368,
0.0025391584587615705,1.0049376168446182,,,,
3.50338812189576e-24,1.0,2.9999999999999996,,,
0.0010894192808613703,1.0187234584338414,,,,
7.166684354860789e-36,1.0,3.0,,,
0.0012463271867742354,1.0118474609983563,,,,
0.0004083023873089053,1.0008393181696962,,,,
3.326777054349495e-63,1.0,,,,
0.03612866458387281,0.10219039704698771,0.20920203425879,0.37182298913077594,0.7446569765377884,
0.07875641957328798,0.16691048338418402,0.283659332716098,0.4352369925366434,0.6786005143965926,
0.2977926969413474,0.5194224646392911,0.6715240355380919,0.7975172373870445,0.9001389424039435,
0.19690133426104747,0.31512885848858907,0.4267588946283413,0.5512303422856475,0.7438588216243761,
0.296447939712411,0.6093907428301407,0.7619213805511438,0.8705814103218058,0.9494656352807705,
0.10698065907031754,0.2043967829567727,0.3121678898734176,0.45787519926778764,0.7308932263485128,
0.02498979788267926,0.11694130192156324,0.26150116040782095,0.4669107118248266,0.8782743269358175,
0.004206829088740665,0.17268636130699833,0.4752935055050667,0.06567464325195914,0.9879939106316921,
0.022219974592563807,0.10186623331655421,0.22829824794140077,0.40443600587378425,0.7451131255295398,
0.1123275320769253,0.2836589546302944,0.3981154628663375,0.5164050547285357,0.6620014935774111,
1.0,2.0,3.0,4.0,5.0,6.0
