,0
0,94.0
1,14.0
2,3.0
3,3.0
4,3.0
5,3.0
6,3.0
7,3.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,6.0
