0,1,2
17.59266962662059,17.59266962662059,17.59266962662059
4.837937201570719,4.837937201570719,4.837937201570719
4.256725565764408,4.256725565764408,4.256725565764408
1.2739827004320285,1.2739827004320285,1.2739827004320285
4.328294264757758,4.328294264757758,4.328294264757758
1.2739827004320285,1.2739827004320285,1.2739827004320285
4.291412947555221,4.291412947555221,4.291412947555221
4.250199645733128,4.250199645733128,4.250199645733128
4.2466090014400955,4.2466090014400955,4.2466090014400955
3.2067238356732823,3.2067238356732823,3.2067238356732823
2.402135096992978,2.402135096992978,2.402135096992978
2.4076411717834523,2.4076411717834523,2.4076411717834523
2.489077781986108,2.489077781986108,2.489077781986108
2.512311472663975,2.512311472663975,2.512311472663975
2.604947369865056,2.604947369865056,2.604947369865056
3.5886118672920024,3.5886118672920024,3.5886118672920024
4.177551809016392,4.177551809016392,4.177551809016392
3.241194847375881,3.241194847375881,3.241194847375881
