0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,6.0,0.8961254314598156,6.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,0.8471246312073427,3.0
3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9977222635098104,3.0
3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,0.9873076700082396,2.0
3.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,1.0,0.8821057681331418,1.0
2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,0.9727692110184714,4.0
1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,0.9713816898612944,1.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.998935610034267,1.0
2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9633097733006631,1.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,0.998789102089101,1.0
2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9902512334609104,3.0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,0.9048754317522508,3.0
3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9452532243549308,1.0
2.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,2.0,0.9761436516150521,2.0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9917310517801183,1.0
2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9624702312399267,1.0
2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,0.9868177633856233,3.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,5.0,0.7687014789462291,5.0
2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9624702312399267,1.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,0.6007443205376335,5.0
2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,5.0,1.0,0.9761436516150521,1.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,0.8471246312073427,3.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,0.8973488812396156,3.0
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,4.0,0.9400133330639585,4.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9720618200100588,3.0
1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9188167126634907,1.0
1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,0.9898960722237358,5.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,0.6007443205376335,5.0
2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9048754317522508,4.0
3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.946893214694998,3.0
3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9917310517801183,1.0
2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,0.9410263768133874,5.0
2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8986300996460365,1.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,0.49843714499769454,5.0
3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,3.0,0.998935610034267,3.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9898960722237358,3.0
2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.996975604992917,1.0
1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,0.6007443205376335,5.0
3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9277780517886886,1.0
1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,0.9950054472314249,3.0
2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,0.9761436516150521,1.0
3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9199183281227014,1.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.8973488812396156,3.0
3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9898960722237358,3.0
2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9459271124695027,1.0
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,0.9266694319874587,4.0
2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,0.9926702807523722,4.0
2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9266694319874587,1.0
2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,0.9902512334609104,2.0
2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8986300996460365,1.0
3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9947102771577305,1.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,3.0,5.0,1.0,0.9720618200100588,1.0
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9919304997829896,3.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9624702312399267,1.0
1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,0.8441877060522822,1.0
2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,0.9624702312399267,5.0
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,5.0,5.0,0.9288244431803435,5.0
1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,0.9997954344087512,3.0
3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,0.9979423096848742,3.0
3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9964249296399279,3.0
3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,0.9277780517886886,1.0
3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,0.9574487832925322,3.0
3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9632848070102101,1.0
1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,0.9902512334609104,5.0
2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9266694319874587,3.0
2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,0.9761436516150521,3.0
3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9720618200100588,1.0
3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9947102771577305,4.0
3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.8973488812396156,3.0
2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9977764313542207,1.0
3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9873076700082396,3.0
2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.996975604992917,1.0
3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,0.7347777738082554,3.0
2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.8739080450334523,1.0
3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,0.9925776967587594,3.0
2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9624702312399267,1.0
1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.8961254314598156,1.0
3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9720618200100588,3.0
2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,0.9266694319874587,3.0
2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9459271124695027,3.0
2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,0.9583130639228555,1.0
3.0,5.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.8982361060675432,1.0
3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9400133330639585,3.0
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9188167126634907,1.0
1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,0.7364622934466819,5.0
2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0.9624702312399267,3.0
1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,0.9917310517801183,5.0
2.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,2.0,0.9964249296399279,2.0
2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,0.9210707291462235,5.0
2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,1.0,0.996975604992917,1.0
3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.8973488812396156,3.0
2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9048754317522508,1.0
3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.906116377617467,2.0
2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9410263768133874,1.0
2.0,5.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,6.0,0.9925776967587594,6.0
3.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9922953161648046,3.0
2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,0.9583130639228555,4.0
2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,0.9459271124695027,1.0
