0,1,2
-0.07018200825010273,0.7131770150173601,1.3441631615828689
-0.9839059098770664,-0.3080770709456558,0.6546199916040577
-0.14286706206988856,0.6247160249583916,1.20092094416883
-0.7127401577507784,0.12015157813100098,1.4259398997961237
-0.9996120305339851,-0.33576042887249624,0.5644945075540829
-0.0879404723846284,0.6691040160187623,1.1708936358873512
-0.08665996084541844,0.6373791166488364,1.4396979597727044
-1.1701297991972932,-0.5229290067258577,0.34236335996701883
-0.2397179045795311,1.510745522380154,0.653418779155094
-0.9733151436192079,-0.36527673313466,0.4362218699744372
-0.8634239049228535,-0.12370294809771444,1.1426850861500568
-0.06447206378387796,0.6617892982582744,1.5405250218230637
-1.0346921046727786,-0.24916391682106856,0.5811445927000625
-1.1427198911788328,-0.5894957861523901,0.3267391621498211
-0.9895555284949648,-0.11000371271663392,0.7467212345158797
-0.10534104196425405,0.6511508258528136,1.3291388058880416
1.0,2.0,
