,0
0,71637736407934.66
1,59771299731815.88
2,35563690119959.54
3,11175793342337.496
4,57143120145325.94
5,41454841685453.484
6,27013326384882.984
7,6809014737227.063
8,2660438264002.442
9,22357442830391.656
10,4891069920399.186
11,6179140055219.727
12,13920882769541.236
13,26256799304087.883
14,9579404468207.36
15,19595534054974.44
16,1.0
