,0
0,-9785506591291.62
1,-16709742670490.451
2,-5864581020535.801
3,-31665120043950.87
4,-3863780232643.9424
5,-6454569420150.726
6,-12471548463828.684
7,-14693518512248.7
8,-27854084702527.293
9,-1716790052493.8413
10,-7355902682793.076
11,-5722078408204.877
12,-2370607225372.282
13,-1147149328509.1216
14,-3567815957272.361
15,-1614388674204.0205
16,0.0
