,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
8139,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.000237714581775,0.949389804165508,2.368815406704267e-05,1.1645727455687744,-0.0001338162881508,9.0872653087367e-05,0.0637376909609336,0.0755304789713978,2.245908161420108e-06,-9.162427715449596e-05,0.0378488280597456,0.1480528132564889,3.281577038734567e-05,0.7862476936272579,-0.0001046126108189,1
10617,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0002159150379525,4.547705699730404,-0.0003622785924042,-2.528317043601473,-0.0002991841095188,0.0012939248615746,0.0090212574459886,-1.3690577461470903,-0.0001008380264945,-0.0003208890507439,1.5459595926451797,0.435846828155667,-0.0005828569967977,-1.2718638262538131,-0.0017018249833682,1
478,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0001937359680834,-0.1141728440558287,-0.0002162287708797,0.0902775341737933,-1.7884598626573066e-05,-0.000665465736256,0.3953242813518339,-0.0286452048216,5.572535387504536e-05,9.871132937223156e-06,-0.5184211367601413,0.3707129861098436,-5.894777648876561e-06,0.7862476936272579,-0.0002758513809802,1
1908,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,1.7732722948352352e-05,-0.2949311244702791,-1.6672588122357827e-05,-0.9168742265090014,0.0006449088588346,0.0002215121222425,-0.0140616210681733,-0.1511416985067449,-0.0001250296414471,-5.461753130694189e-05,-0.997917032602306,-0.4137068666766303,-8.7270300002024e-05,-1.2718638262538131,-0.0007217270573218,1
8192,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0001188210993018,-0.3751644226498737,-7.238882683825568e-06,-1.454021832206492,6.265891671571814e-05,-0.000396023326466,-1.3503979663818826,-0.1306535643184196,-9.076993411633856e-05,0.0003731862291477,0.0245745827095938,-1.3481481975503593,0.0002342552840463,0.7862476936272579,1.918208228411971e-05,1
11562,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0002100427477852,-0.044987510530788,0.0015577753738908,2.2042661763458286e-10,3.977116577684973e-05,0.0002391729988742,-0.1806967520853368,0.2998346553297242,-0.0006488236789118,-2.2565845708760405e-05,-0.6528768957771481,-0.0669902845693106,-2.8959639429875186e-06,0.7862476936272579,0.0004701954825579,1
1999,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-5.993252762743543e-05,1.001151580714889,-0.0001554758140885,2.238867956963756,0.0003912278037581,0.0002644936790021,-0.5710592392817422,-0.3978010450113122,-1.700768400423607e-05,8.521928723903628e-05,-1.339990382542689,-0.2176801688249182,-0.0002576206327182,0.7862476936272579,-1.960982374427176e-05,1
14765,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0001985712329467,-0.4187830701586051,0.0001091979080849,0.1574209848859796,6.883616604749244e-05,-0.0003947804560989,0.6017415766762657,-0.3325548595308339,-0.000495210903204,0.0003176156954946,-0.0868168671543597,0.4932697161550111,-4.632917343434864e-06,0.7862476936272579,0.0002317419277976,1
14179,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0001180052218386,-0.2047202415239835,-0.0003758441624626,2.2042661763458286e-10,-1.762517046578695e-05,-0.0005151458824046,0.2410982050294345,0.0782916101990924,-1.191053571323392e-05,-2.4419823083632965e-06,-0.3839942230149131,0.223249220720365,3.425682218189946e-06,0.7862476936272579,-0.0001820879695752,1
3413,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-7.221519296978372e-06,-0.1365756290839936,-0.0002616303840244,1.634576900554079,-4.155086134842055e-05,-0.000555826880358,1.581626795911675,-0.1717273623074948,-0.0001366295072383,-0.0001123218521603,0.0855865178806748,1.5150987343076674,-1.7929099965697518e-05,-1.2718638262538131,6.195886818830806e-05,1
6452,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0002939473847599,-0.4075121627802945,4.758125620579676e-05,2.2042661763458286e-10,4.214887242478672e-06,-0.0012953712506802,-0.4378668944692714,0.0555633661787469,-0.0007572284683895,-0.0001563273733632,-0.1970204536837499,0.3787839052576483,0.0002638227564756,0.7862476936272579,-6.663666473654058e-05,1
2543,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,4.37677207871238,0.0005237090366176,-0.0333431819425605,-0.0016528785259088,2.2042661763458286e-10,4.078377594905446e-05,0.0002913488957412,-0.2572371250391975,0.253329838945509,0.0006900653381353,-0.0005480551965625,5.95862697385108,-0.3250295306990412,0.0001341830389115,0.7862476936272579,0.0002070289342743,1
14338,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-9.098980811580686e-05,-0.3563949797707424,-0.0009083680510028,2.2042661763458286e-10,-0.0019115979887903,-0.0016081889849158,-0.2756150645164593,0.1686123037203437,0.0020402868800498,-1.9198845171556613e-05,0.7981256843425357,0.4346948414300291,0.0003103261372666,0.7862476936272579,9.25480152148212e-05,1
5482,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0002695757461214,0.0317930035793261,3.0823644533394666e-05,0.5602816891590976,2.958789213514965e-05,1.5636741832630644e-05,-0.0798989316144381,0.0494809235703215,4.891879499916773e-05,9.093610037474518e-05,-0.060546169946255,0.2265906361251959,0.0001492484901509,0.7862476936272579,0.0001087107931017,1
5343,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-3.62190021886527e-05,-0.3377729157904274,-3.691882198730906e-05,-0.6483004236602562,-0.0001586850191132,-0.0002514182640745,0.275710049652967,0.0679651989709211,0.0004406939531215,8.31678386644717e-06,-0.2082845198702728,0.0313275942599914,6.144227199306193e-06,0.7862476936272579,-0.0003309716386242,1
5118,1.5741252903637206,2.303713474708963,3.658757327882149,2.9537982167452763,-0.228478883984791,0.0005609313065964,-9.896358112936811,-0.0002122332747489,1.0302858441444018,-0.0001485521039046,0.0028995049306706,-0.3670494231040651,0.3593640958310634,0.000686497408337,0.0010388867205842,2.920732901195493,0.2159204670670408,-8.591668755335752e-05,-1.2718638262538131,0.0004802826719611,2
7391,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0003494410103751,-0.428309560808448,-0.0003606601401566,2.2042661763458286e-10,-8.324186145036471e-06,0.0002625072101543,0.1866125001126442,0.0096204311524035,0.0005575799423533,4.497127524176569e-05,0.0615633045851147,0.0906158657465705,-4.481839071498822e-06,0.7862476936272579,-0.0003437653169545,1
2197,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-7.607867219781007e-05,-0.8434439616917381,-0.0004074362610883,-0.3125831700993245,-0.000615027647933,-0.0002498332674881,0.1299193694611556,0.5222331714016829,4.279684461172932e-05,7.984984647145992e-05,0.5820028587431332,0.3076528171596415,-4.045000065961386e-05,0.7862476936272579,0.0003479621964866,1
16123,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-6.623689824656626e-05,0.1206047167945303,6.389233507768565e-05,-0.2454397193871382,-7.791549707166287e-05,0.0001092866614651,-0.1106050570547365,-0.0920287187948805,0.0001139216969693,-5.853478378644115e-07,0.1923271036295291,-0.0237280850009639,3.385080091248845e-05,0.7862476936272579,-0.0001992558289895,1
3572,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,5.760479602992065e-06,-0.3323199187775196,0.0005990090215876,0.4259947877347249,3.917684691125623e-06,9.71146488651517e-05,-0.5354344094820538,0.2855419637112295,-3.908559210963307e-06,-3.920942775677935e-05,-0.1261101369717974,-0.2367816534610104,-0.0001026785898791,-1.2718638262538131,3.3547987274353405e-05,1
7228,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,2.302111221158703e-06,-0.2782892539431684,1.2245101426313998e-06,0.5602816891590976,7.917363880897232e-05,0.0008885411683897,0.9807297906686804,-0.0050770685827069,0.000152906950304,-3.4340319478829984e-06,-1.0315987067583137,-0.2679474076131264,-0.0001192355075023,0.7862476936272579,-1.9761678324087224e-05,1
15639,-0.6352734474959981,2.303713474708963,-2.5019686530734444,-3.212840208882527,-0.228478883984791,2.782397065990625e-05,-19.71037065223864,-0.0030301660345184,0.1574209848859796,9.756176444842411e-05,-0.0011840245894592,-1.0498110430396297,3.7993834331774607,0.001124538178915,0.0009524864507369,-13.34097970313617,1.480813424568875,-0.0011718725698759,0.7862476936272579,0.0019446609830482,1
717,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0002907805421868,-0.4306189548334073,-0.0004146329405034,-1.3868783814943058,-0.0007894595735595,0.0001477520628676,1.1107872538301735,0.0939197890614299,0.0004915824975805,-0.0002735758003648,-0.0773457063868956,-1.997756188881551,2.684632443702709e-06,0.7862476936272579,-1.741230800760396e-07,1
9031,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0001296492673152,-0.4577363317019212,-0.0006326110667604,2.2042661763458286e-10,-4.8070270692448266e-05,0.0002564273732171,-0.3291716701005025,0.045022991124262,0.0004176849664116,0.0001842129818687,-1.3886020504375165,0.1149127148846786,8.391596300664642e-05,0.7862476936272579,1.9482919004478736e-05,2
11496,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,6.772333787222757e-05,-0.6049778659269052,0.0001225623665206,-0.9840176772211876,-0.0003615141702802,0.0003164250644074,0.778199447956165,0.1277645241762393,-0.0001497700410711,4.473080831457946e-05,-0.5214939183899316,-1.4369514082898027,-4.433043390464287e-07,0.7862476936272579,-3.938831946376315e-05,1
5777,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.0002195272320274,0.3949974886602467,0.001251703769159,0.4931382384469112,4.656282095782404e-05,0.0001479791414521,-0.3310547147044575,0.3502394687695082,-0.0003235251017153,-6.722892513671627e-05,-0.6897006716969898,-0.3056408263904207,3.4623036049976234e-05,0.7862476936272579,0.0001952095687295,1
5032,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0001430785245354,-0.195049698807508,-0.0001724794976165,-0.8497307757968151,-0.0002077064688408,-0.0012628338047169,0.832128916316479,0.3339399754317214,-2.204586926615222e-05,-2.4273893204577053e-05,0.0910854584609663,0.1669314596791954,0.0005412139606202,-1.2718638262538131,0.0003682384094648,1
10481,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-2.816318671660336e-05,0.6555853762061483,0.0010222151784215,1.903150703402824,0.0004500514163293,0.0002083794477765,-1.5556497687651316,0.4645156947456529,-0.0004184735281926,7.556051748475061e-05,0.6988938614576528,-1.4707048492140886,4.140097926445693e-05,-1.2718638262538131,-0.000696176367725,1
13016,1.5741252903637206,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0001932802315425,-0.8330836606174117,-0.0005716809850356,2.2042661763458286e-10,-0.0002882503913237,7.405861720800162e-06,0.1714027539399125,-0.0655157304926389,0.0012590313966249,1.865067195608498e-06,-0.7783712810250709,0.0466897804068989,-1.1200309359203894e-05,-1.2718638262538131,-0.0005108048532884,1
13527,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,1.644893039430197e-05,-0.5380317073978825,0.0001183583753702,2.2042661763458286e-10,6.575566112305608e-05,-0.0006251422912972,-0.1606455298148662,0.2940963903345925,9.322888036922996e-05,-9.805843531172216e-05,-0.1539680254066715,0.0389344299473584,3.622413832075993e-05,-1.2718638262538131,0.0003892987619401,1
6101,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,0.0003494124785293,-0.205558997331852,0.0001192985775569,2.2042661763458286e-10,-0.0004160877052085,-0.0002669169952416,0.4158064992156199,0.1303383033946038,0.0005348889683357,-9.510141840971468e-07,0.0758813690681787,0.0467131029175658,-0.0001516957089769,0.7862476936272579,-0.00045808002108,1
6648,-0.6352734474959981,-0.4340817601574058,1.2119980426647654e-10,2.706866398687521e-10,-0.228478883984791,-0.000127330438886,0.0121732164163574,0.0011694018977547,2.2042661763458286e-10,1.1882940474917486e-05,0.0001083420927433,-0.1845025450185236,0.3849871377700468,-0.0003282181903486,-0.0001199479040858,-0.7537325532569522,-0.0480346499841095,-2.597811786410711e-06,0.7862476936272579,0.0002278777893904,1
