Train Time,Test Time,Total Time,Test Accuracy,Test Precision,Test Recall,Count Train,Count Test,Count List Rank,List Rank Length,Label
494.9143817424774,819.890784740448,1314.8051664829254,[67.16],74.72500000000001,50.001666666666665,"{1: 14, 2: 8, 3: 1}","{1: 10, 2: 9, 5: 3, 3: 1}","{(0.16666666666666666,): 239, (0.17421842984692915,): 2, (0.16674683396487083,): 2, (0.17033740262243452,): 1, (0.1726597639256098,): 1, (0.1720560771933562,): 1, (0.17183407481094912,): 1, (0.17137838619834314,): 1, (0.17114981376462848,): 1, (0.17112808508213537,): 1, (0.1710486132238609,): 1, (0.1705100453048496,): 1, (0.17040220554397312,): 1, (0.17031684536837818,): 1, (0.17275392829761266,): 1, (0.17002918122671812,): 1, (0.16986736869136138,): 1, (0.16983132653189997,): 1, (0.1696612355630548,): 1, (0.16958651386986076,): 1, (0.1694105395795106,): 1, (0.16928527963275164,): 1, (0.16918136313580906,): 1, (0.16910203552903627,): 1, (0.1727057429529032,): 1, (0.1727559664668125,): 1, (0.16903934765116133,): 1, (0.17313448151323943,): 1, (0.2141055213452791,): 1, (0.2044706645577264,): 1, (0.19820663828798382,): 1, (0.19553047543517915,): 1, (0.19507089498518693,): 1, (0.1932304214747824,): 1, (0.19163364723525364,): 1, (0.19092147632058462,): 1, (0.18931146582517905,): 1, (0.18894345927436243,): 1, (0.18810291735174062,): 1, (0.18666871167945034,): 1, (0.1824873833299373,): 1, (0.181088386062501,): 1, (0.18086440905798698,): 1, (0.17711456990258825,): 1, (0.17480822360723586,): 1, (0.17402143940322112,): 1, (0.17383650175058987,): 1, (0.1690500872547815,): 1, (0.1690332311991092,): 1, (0.16666772571484095,): 1, (0.16679662685436505,): 1, (0.16700162041115224,): 1, (0.16699615456144468,): 1, (0.1669913926902418,): 1, (0.1669524483225146,): 1, (0.16693750253950493,): 1, (0.16693710289638086,): 1, (0.16688979238629428,): 1, (0.16681299514858,): 1, (0.16680621052313055,): 1, (0.16678973932968238,): 1, (0.1689378530074723,): 1, (0.16677778265358756,): 1, (0.16677222727623148,): 1, (0.1667635286084193,): 1, (0.16675067178975184,): 1, (0.1667370864910654,): 1, (0.16672676765681124,): 1, (0.16669897326641878,): 1, (0.1666965666653899,): 1, (0.16667604202112488,): 1, (0.16702735039020514,): 1, (0.16704174806056257,): 1, (0.16710330229989317,): 1, (0.1671300291401435,): 1, (0.16892073036911584,): 1, (0.16881101398852358,): 1, (0.1688011843161259,): 1, (0.1686835214418431,): 1, (0.16857021847843975,): 1, (0.16832674018942134,): 1, (0.16813962625413503,): 1, (0.16811804987430218,): 1, (0.1681158395060561,): 1, (0.16785642418381086,): 1, (0.16777108507062674,): 1, (0.16768066083374703,): 1, (0.16740930655617786,): 1, (0.16739171938933858,): 1, (0.1673680328717108,): 1, (0.16722381083098234,): 1, (0.1672022076633274,): 1, (0.1671871632026631,): 1, (0.16713378932094974,): 1, (0.22263705645442403,): 1}",335,"[1. 1. 3. 1. 1. 1. 3. 1. 1. 1. 1. 3. 1. 1. 2. 1. 3. 3. 1. 2. 1. 1. 1. 1.
 1. 3. 1. 1. 3. 6. 4. 2. 1. 1. 1. 1. 5. 1. 1. 1. 1. 3. 1. 1. 6. 5. 1. 1.
 1. 1. 1. 1. 3. 1. 1. 1. 1. 1. 1. 1. 1. 3. 1. 3. 1. 1. 5. 4. 1. 1. 1. 1.
 1. 1. 1. 1. 3. 1. 1. 1. 3. 3. 1. 1. 1. 1. 3. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 4. 1. 1. 5. 1. 3. 3. 1. 1. 1. 1. 1. 1. 4. 1. 1. 5. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 3. 1. 1. 1. 1. 4. 1. 1. 1. 1. 1. 1. 4. 1. 5. 1. 1. 1.
 1. 1. 5. 1. 1. 4. 1. 1. 1. 3. 1. 4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 5. 1. 1. 1. 3. 1. 1. 1. 1. 1. 5. 1. 3. 1. 1.
 1. 3. 1. 1. 1. 1. 1. 1. 1. 5. 1. 1. 1. 5. 1. 1. 1. 1. 1. 3. 3. 5. 3. 1.
 1. 1. 1. 4. 1. 5. 1. 1. 1. 1. 1. 4. 1. 3. 1. 4. 1. 3. 1. 3. 6. 1. 1. 1.
 4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 4. 1. 1. 1. 1. 4. 1. 1. 1. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 3. 1. 1. 1. 1. 4. 1. 1. 3. 1. 5. 1. 4. 1.
 1. 1. 1. 1. 3. 1. 3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 4. 1. 4. 1. 1. 1. 1.
 1. 1. 1. 1. 1. 1. 1. 1. 1. 4. 1. 1. 6. 3. 3. 1. 1. 3. 1. 5. 1. 1. 1.]"
