,0
0,-5.757600351419797e+27
1,-1.540077219434324e+28
2,-1.0541999414112069e+28
3,-1.0699980535079e+28
4,-1.808369835330254e+27
5,-5.798765844755959e+27
6,-2.519371105736343e+27
7,-3.6335813387480697e+27
8,0.0
