0,1,2,3,4,5,6,7,8,9,10,11,12
1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9999195378366746,3.0
1.0,1.0,5.0,3.0,5.0,2.0,5.0,2.0,4.0,5.0,3.0,0.9991598031779172,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,0.9998331708668746,3.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998684006567549,1.0
1.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,0.9998153371395853,5.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,1.0,0.9995167291257425,1.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9997689854622499,1.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9986924157170887,1.0
4.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,5.0,0.9989114910509156,5.0
2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,0.9997932292090367,4.0
4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,0.9993449634401688,6.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,0.9997800838084638,4.0
2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998930682746396,1.0
1.0,1.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,0.9990591862126359,5.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.999875381749232,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9997549986288056,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,0.9998775451224355,5.0
1.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9998130745260617,1.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,0.9997566202534988,5.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9998180637077095,1.0
4.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9997838418925,2.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998410762676808,1.0
2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997787584801391,1.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9998463942622648,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995662215094717,1.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,0.9998334552566405,1.0
1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9995212376736229,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998855171854161,1.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,0.9998202468460088,2.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.999765494828315,1.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998826110272904,1.0
3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9994912744711905,1.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9998580228687374,1.0
2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,0.9995202160945205,1.0
3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996601232146394,1.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.9998995207418501,1.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9998119389183963,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,6.0,0.999746431864056,6.0
1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,0.9998711969682679,2.0
1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9998585896764463,4.0
1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,1.0,0.9997891322370602,1.0
1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.9997152425003757,2.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,0.9997605654675518,5.0
3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9996123528488456,1.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998587984013423,1.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,0.9997411811687694,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9999403223505473,1.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.9997397949414337,1.0
2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9995134372576681,4.0
2.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9997301229596479,1.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998090045897591,1.0
3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,0.9994772776890963,1.0
2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,0.9995946119956676,5.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9995363174592898,3.0
1.0,1.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,0.9996523763431336,3.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9997047668928457,3.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998534518115305,1.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,0.9995031242590401,5.0
3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998116537386657,1.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9997313429823728,3.0
2.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,0.9998401062349712,3.0
1.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,5.0,3.0,0.9998188514290473,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,0.9997844710481183,4.0
2.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.9996493189459675,1.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.9997469822272567,3.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.999750428246677,3.0
2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9997700092324996,3.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9998189719014174,1.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9997382962418054,1.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.9996855019852962,2.0
1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9998131107209511,3.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9998329531514369,1.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,0.9998087633367673,3.0
2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,0.9997044266219257,3.0
1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,2.0,0.9999116457439914,2.0
3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998031494934811,1.0
1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,0.9998033237062394,5.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998661705617542,1.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,0.999792743731765,1.0
1.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9997794590553754,3.0
1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,2.0,4.0,1.0,0.9997986868292439,1.0
1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,0.9998128668712826,5.0
1.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,0.9997289534137856,2.0
1.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,0.9995598692545135,1.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,0.9994859231858358,4.0
3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,0.9995924653761684,5.0
1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,0.999799566287486,1.0
3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9994296611610303,4.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,0.9998087963726343,2.0
1.0,1.0,4.0,2.0,5.0,1.0,4.0,4.0,3.0,5.0,3.0,0.9997394314826897,3.0
1.0,1.0,5.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,0.999131236362677,3.0
3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,0.9996595907464416,5.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,0.999698988987384,1.0
1.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9996417830842815,4.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9998101755435175,4.0
1.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,6.0,0.9997013185606946,6.0
3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9997823290613347,4.0
1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.999857079858088,1.0
3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998048647707782,1.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,4.0,5.0,0.9998764987809514,5.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998339888646773,1.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9997578982743149,1.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9997456582962622,1.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9998262685336817,1.0
1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9998092178988427,1.0
2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,5.0,3.0,0.9995790750956348,3.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.999721135138201,1.0
1.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,0.9990555249871242,1.0
2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9997624759182009,2.0
1.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,0.9998369936151406,1.0
1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,0.9998696780068594,2.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9997294149384022,3.0
1.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,0.9997206817549946,1.0
2.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9996856630293882,3.0
3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989243693798817,1.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,5.0,0.9998554500158511,5.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,0.9998158077743398,2.0
1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,0.9996041222401323,5.0
1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998255111809298,1.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9999173048289096,4.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,6.0,0.9996888652745102,6.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,0.9997517243811707,1.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998847632265809,3.0
3.0,3.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,0.9994564963628868,5.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9994727828756642,3.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9998004689959871,1.0
2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9998040578367252,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,0.9998298565636586,4.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,0.9996710614023552,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,0.9997681960818664,2.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,5.0,0.9999034927745474,5.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,2.0,4.0,3.0,0.999833159459748,3.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,0.9997291615233231,2.0
2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9997837711369635,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9998564777619929,3.0
1.0,1.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,1.0,0.9996342890424275,1.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9995530053895325,1.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,0.999566296157804,2.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,5.0,0.9998519393749301,5.0
1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,0.9998051255529016,3.0
1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,0.999816046733535,5.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9994717101332489,4.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,0.9998303343413586,3.0
1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9998388305199719,3.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9999369667963341,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,0.9998075971775595,1.0
1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,0.999856444295136,2.0
2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,0.99983115635186,4.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9995385240500007,4.0
1.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,0.9999118482304149,3.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,0.9998116165021541,1.0
2.0,2.0,3.0,1.0,5.0,1.0,3.0,1.0,2.0,5.0,1.0,0.9997886098521553,1.0
2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9996439576037697,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998459033786429,1.0
2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9997463473911197,1.0
4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,0.9992634460754325,5.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9997746785458397,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998373464095965,3.0
1.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,0.9998222849630081,1.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,0.9998185158568944,2.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.9997107647024871,1.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9997375952757755,3.0
3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9995172809950097,1.0
1.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,5.0,1.0,0.9995718082919246,1.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.9996251119060182,5.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,0.9997613641503431,5.0
1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,0.9997998183022743,1.0
1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,0.999729970563417,5.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.9991609903039451,5.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,0.9998110363819457,1.0
4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993177183166282,1.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9997630111763911,1.0
2.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9997450079487725,1.0
2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,0.9998418297415839,1.0
2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,0.9996330135256617,4.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,0.9994645074702169,5.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,5.0,0.9996221238820359,5.0
3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,0.999470345498168,5.0
2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,0.9998784116487787,3.0
1.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9996236541409407,1.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,0.999210751540218,1.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,0.9997767082552913,4.0
5.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,0.9987642311668614,5.0
2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,0.9997084010000756,1.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998660992486837,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,3.0,4.0,3.0,0.9998599177660362,3.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,0.9997406242348343,3.0
2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,0.999740560105287,5.0
3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9995564219581462,1.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9998801868924659,1.0
3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9991601318786713,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,0.9998379784840018,1.0
2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9995782992496292,3.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9997903444983882,2.0
1.0,1.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,0.9989843137017594,5.0
1.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,0.9997862859263958,3.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.99987315900188,1.0
1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,0.9998008224654602,4.0
1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,4.0,0.9997991238868713,4.0
1.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,0.9997050518108445,4.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9997867911453887,1.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,4.0,3.0,5.0,3.0,0.99963173651783,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9997052715645856,1.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,0.9997363792388853,3.0
2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997135761683689,1.0
1.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,6.0,0.9995485578961477,6.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9998333512749015,3.0
2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.9995447312984138,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,0.9994558475353212,1.0
2.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9997924682597804,3.0
1.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,0.9993154689095208,5.0
1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9998279653116307,3.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9998439943773274,3.0
2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9997983589089563,3.0
2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9995358758367743,1.0
1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9997160841100033,1.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,0.9998429534935809,5.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,0.999807604836167,5.0
2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9998305353926267,4.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,6.0,0.99972797068934,6.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998480669503337,3.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9998220464404095,3.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,5.0,0.9996908966748708,5.0
2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.99978566854429,1.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,0.9997960079968021,2.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,2.0,4.0,5.0,0.9998199927457722,5.0
1.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9997401829940616,1.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,0.9998589312227463,1.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,5.0,4.0,0.9996008303947294,4.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9998100983968774,2.0
4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9994013561698919,1.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,0.9995391232982874,1.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,5.0,0.999896314302257,5.0
1.0,1.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,1.0,0.9998147247266379,1.0
3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995419235631395,1.0
2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996958759134291,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,0.9999290092687648,2.0
3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998442227522024,1.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9997604805289976,1.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998142423228675,3.0
1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9996823176677111,3.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9994544019271938,1.0
1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,0.9998371460088913,3.0
1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,6.0,0.9998385035065895,6.0
1.0,1.0,5.0,4.0,5.0,4.0,3.0,1.0,3.0,3.0,6.0,0.9990409618675761,6.0
