0,1,2,3,4,5,6,7,8,9,10,11,12
1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9996457588907104,3.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,0.9996119036937707,1.0
2.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,0.9996995795446068,1.0
2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,0.9997431230423022,2.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,0.9998084390809631,1.0
1.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,3.0,0.9990628496183795,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.999936859887517,3.0
1.0,1.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,1.0,0.9995399767473488,1.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9995432065161683,2.0
2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,0.9998256656656528,3.0
1.0,1.0,5.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,0.999479202287893,1.0
2.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,0.9998731980530724,1.0
3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9988218203919977,1.0
2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9999317250076859,1.0
2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0.999740238432745,3.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9999123590973112,1.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9998413454645091,1.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.999770978654462,3.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,0.9997698270717191,5.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998568490308148,3.0
1.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,3.0,5.0,4.0,0.999785453228029,4.0
1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998879875694361,1.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,0.9998154376784791,3.0
1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,0.9997424139018154,3.0
2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,0.9997700068575107,5.0
2.0,2.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,6.0,0.9997848049280424,6.0
2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,0.9998230659593844,5.0
1.0,1.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,0.9985911452086069,5.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,1.0,0.9997643914189333,1.0
1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,0.9998943784451932,3.0
3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9997287441824942,1.0
3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9997588239383988,3.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,0.9998573384490432,3.0
2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.999656748169061,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9999193191900315,1.0
1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9998192044334977,1.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,0.999869833066827,2.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9998843759786751,3.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,0.9998131219248959,3.0
2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,0.9999497365884901,5.0
1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,0.9998500333413787,3.0
2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,0.999631196826917,5.0
1.0,1.0,5.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,0.999794410842794,5.0
1.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,0.9995060331594823,2.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9999435676134106,3.0
1.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,4.0,5.0,0.9998198739717663,5.0
3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,0.9995914137886421,4.0
2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9999043436443004,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9998675025463193,3.0
1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,0.9998528382408638,2.0
5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9989706337023971,1.0
1.0,1.0,5.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,0.9998464459411646,4.0
1.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,0.9996650085824099,5.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,0.9997905521320042,1.0
1.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,0.9994536494386245,5.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998307212851506,1.0
1.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9997960936388698,3.0
1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9999494491309074,3.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.9997428559494752,3.0
2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9997499505453026,1.0
2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9997295874348382,3.0
3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9995839342271328,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998418156784799,3.0
2.0,3.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9997565870179739,3.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,6.0,0.9998736951893122,6.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9997017709173323,3.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,6.0,0.9997499852209745,6.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,0.9998470667684628,1.0
1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9995940570483681,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.999398727588085,3.0
1.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,0.9997406013749572,1.0
1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,0.9997502282738936,6.0
3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9996559310059345,4.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,0.9999004726946461,1.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,5.0,0.9996048402877102,5.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.9997642019975606,3.0
1.0,1.0,5.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,3.0,0.9991970606933908,3.0
3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9994289911239721,1.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9998407809331996,1.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,0.9997846717824381,3.0
1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,2.0,0.9997248132195045,2.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9994509874768183,1.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9997082456813227,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9997546841358799,3.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9998065838048307,4.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.999749739570958,3.0
2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9997802366755758,1.0
3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9990582013045172,4.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9998159079204001,1.0
2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.9998484275786991,2.0
4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.9984147203976338,4.0
1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,1.0,0.9996798114292735,1.0
2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,0.9997100998584099,4.0
1.0,1.0,5.0,2.0,5.0,1.0,3.0,1.0,2.0,4.0,3.0,0.9998316630897504,3.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9997796497792062,1.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,0.999848689937573,3.0
1.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9998418468845034,3.0
1.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,0.999809133574909,3.0
1.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,0.9997853073623892,2.0
2.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9997304126109037,1.0
1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,0.9995972880709387,4.0
3.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,0.9996584495471793,3.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9997730590490485,4.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9998228583595036,3.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.999813531097443,1.0
1.0,1.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,0.9999300277900982,1.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,3.0,5.0,3.0,0.9995422699995923,3.0
1.0,2.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,0.999913246501167,1.0
2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9998073130235164,3.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,0.9997883029461472,1.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,0.9997163145992259,3.0
1.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,0.9997804357434602,2.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,0.9998706479526875,4.0
1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,2.0,4.0,4.0,0.9998537467063178,4.0
1.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9999149844462794,1.0
3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999257116776127,1.0
3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.9999208757680836,2.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9996289066448809,1.0
1.0,1.0,5.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,0.9998675807383394,2.0
2.0,3.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,0.9997742760211408,1.0
2.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9996939887264826,1.0
1.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.9997878467701385,1.0
1.0,1.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998451498478181,1.0
1.0,2.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,5.0,3.0,0.9995478304765226,3.0
1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,0.9998622394200959,3.0
1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,2.0,5.0,0.9995507224129462,5.0
1.0,1.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9997135396864489,1.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998077000097092,3.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,0.9998689692523031,3.0
1.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,1.0,0.9998326783731848,1.0
3.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,5.0,3.0,0.9996415530089293,3.0
1.0,1.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,0.9995098627639741,3.0
2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9997592897780619,3.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,0.9998871915706586,1.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.999476709109544,3.0
1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,0.9997467078319348,3.0
1.0,1.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,0.9996298386125164,3.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,0.9998342358124135,3.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,0.9996983099227319,3.0
2.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9998015847957706,3.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,0.999841789408958,1.0
1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,5.0,0.9994622080003436,5.0
2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,0.9998291294030155,2.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9998492867014472,3.0
1.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,0.9997466804040103,5.0
1.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,0.9995345022280706,3.0
1.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9999591376576996,1.0
1.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,0.9995605072831218,3.0
1.0,1.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.9997277241415204,1.0
1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,5.0,0.9998048405031864,5.0
1.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.9997686243846416,1.0
2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,0.9997500000931994,3.0
1.0,1.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,4.0,1.0,0.9997092400703006,1.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,0.999655752956224,1.0
1.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,1.0,0.999682026077667,1.0
3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,0.9995185144244282,6.0
1.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,0.9997017421224123,5.0
2.0,2.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,4.0,1.0,0.9997842359667656,1.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9998688406913304,1.0
1.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,0.9996594403832796,3.0
1.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9996934798686259,3.0
1.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,0.9997953777808835,3.0
1.0,1.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,5.0,0.9997957642953057,5.0
1.0,1.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9996609185979634,1.0
1.0,1.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,0.9989266228153821,4.0
1.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,0.9999032507055923,1.0
1.0,1.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,0.9997927226969168,3.0
3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,0.9997602537746263,5.0
1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,0.9998480855671651,1.0
4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,0.9991510153675055,5.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998089750217275,3.0
1.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,0.9998600839559197,1.0
1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.9998197251355995,3.0
1.0,1.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,0.9998280962262255,1.0
1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.9998518211065395,1.0
1.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,1.0,0.9992266573248795,1.0
1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,3.0,0.9998063954738474,3.0
1.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,0.9998395138077163,1.0
