0,1,2,3,4,5
0.03678014149728336,0.10613741346064628,0.2200276653629882,0.38569646077350767,0.7448166785551817,
0.0800604300953242,0.1698039142031799,0.2841197103763181,0.4403123142889469,0.6762178116640893,
0.29698511388888593,0.5089946388285821,0.6693287635460735,0.7938819472984626,0.8983870922536364,
0.19418541743486795,0.3147796323510817,0.4299079270063855,0.5619703460748315,0.7732331641316761,
0.29153830003743936,0.5936264119459649,0.7550673503597235,0.8668931217660438,0.9479837823934633,
0.10494251611207524,0.1999520903928768,0.303438957000543,0.4403055823102683,0.719766215057358,
0.02636626090801018,0.12655542421098995,0.47258932850254104,0.28206851459889265,0.9930056165878318,
0.00477329077049745,0.21795933482844684,0.4636244328377863,0.08000515185642774,0.9995164160378034,
0.022298078395390962,0.10309485404725763,0.22550357861760234,0.3883457961794575,0.675180627174302,
0.11379327240753184,0.27431227770289024,0.3911151629172508,0.5106490428339733,0.6598320165899892,
1.0,2.0,3.0,4.0,5.0,6.0
