1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-0.148217773,0.776319018,0.807813241,0.599464149,0.913375653,0.014089204,0.29831823,0.112141852,0.00978195,0.143869366,-0.132677491,-0.317636724,-0.17285728,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.226277806,0.624972363,0.616258927,0.728487306,0.755984826,0.057422936,0.379784721,0.14489665,0.039150301,0.130030935,-0.132677491,-0.317636724,-0.17285728,1.151856737,1.476899108,-0.114239442,0.995070191,-0.635931913,-0.092210653,-0.036024134,1
-0.513472111,0.473594794,0.838274171,0.811191669,0.937259663,0.672749613,0.499644384,0.097470685,-0.003135197,0.600187929,-0.132677491,-0.317636724,-0.942948027,1.151856737,1.476899108,-0.114239442,-0.251238558,0.393123847,-0.092210653,-0.036024134,1
-0.406631841,0.454465954,0.787495237,0.873452822,0.89727746,0.430355805,0.422220046,0.013557203,-0.074196183,0.271855511,-0.132677491,-0.317636724,-0.942948027,1.151856737,1.476899108,-0.114239442,-0.251238558,0.393123847,-0.092210653,-0.036024134,1
-0.30955386,0.84613968,1.049114611,0.132427284,1.095255589,0.161866992,0.101826638,0.188253524,0.079149579,0.223835986,-0.132677491,-0.317636724,-0.326875429,1.151856737,1.476899108,-0.114239442,0.995070191,-0.635931913,-0.092210653,-0.036024134,1
-0.212428651,0.951658993,1.158506514,0.222314008,1.172791604,0.024822149,0.142070862,0.212237227,0.101826552,0.104817226,-0.132677491,-0.317636724,-0.326875429,1.151856737,1.476899108,-0.114239442,0.995070191,-0.635931913,-0.092210653,-0.036024134,1
-0.480061251,-0.045753005,0.35200218,-0.349187808,0.513080472,1.029404281,-0.359121587,-0.499378244,-0.404201983,0.805148328,-0.132677491,-0.317636724,-1.867056925,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.42618656,-0.082726488,0.279447487,-0.498251046,0.439482394,1.011344421,-0.4451637,-0.660709044,-0.470913219,0.759060679,-0.132677491,-0.317636724,-1.867056925,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.650419513,0.35334388,0.7684899,0.692358973,0.882092893,0.858030918,0.474915898,0.152336604,0.045923001,0.809846658,-0.132677491,-0.317636724,1.059287916,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.522083612,0.213171364,0.560709061,0.675303361,0.707700926,0.597196842,0.366461704,0.088340701,-0.011099561,0.500293981,-0.132677491,-0.317636724,1.059287916,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.575801409,0.525072332,0.792045104,0.816147582,0.90086981,0.594381263,0.502720807,0.072900969,-0.024438786,0.571393909,-0.132677491,-0.317636724,-1.250984327,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.695273963,0.156458837,0.471083586,0.698253961,0.626858083,0.741275406,0.367102429,0.049123507,-0.044663542,0.544258023,-0.132677491,-0.317636724,-1.250984327,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.248552077,0.227691011,0.619077328,-0.019206304,0.758435146,0.677310351,-0.143709943,-0.311588895,-0.304199845,0.48355225,-0.132677491,-0.317636724,-0.634911728,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.373383934,0.387879453,0.817042754,0.179450326,0.920631414,0.823017169,-0.021056366,-0.217951593,-0.245352274,0.60922897,-0.132677491,-0.317636724,-0.634911728,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.215819835,0.82908878,1.066763163,0.264929281,1.107951282,0.16066679,0.032398275,-0.065663085,-0.136877104,0.187898202,-0.132677491,-0.317636724,1.059287916,1.151856737,1.476899108,-0.114239442,-0.251238558,0.393123847,-0.092210653,-0.036024134,1
-0.01783444,0.815851629,0.935204072,0.21733285,1.011410242,-0.023435897,-0.012907644,-0.122242371,-0.179024613,0.045209435,-0.132677491,-0.317636724,1.059287916,1.151856737,1.476899108,-0.114239442,-0.251238558,0.393123847,-0.092210653,-0.036024134,1
-0.742319205,0.231758188,0.591130125,0.62382335,0.734306546,1.218188736,0.585704278,0.20467581,0.094634779,1.251128527,-0.132677491,-0.317636724,-1.713038775,1.151856737,1.476899108,-0.114239442,-0.251238558,0.393123847,-0.092210653,-0.036024134,1
-1.034114208,0.281482329,0.700249861,0.709222242,0.826596392,1.439838197,0.563143502,0.17378472,0.065658762,1.399241735,-0.132677491,-0.317636724,-1.713038775,1.151856737,1.476899108,-0.114239442,-0.251238558,0.393123847,-0.092210653,-0.036024134,1
-0.24501182,0.345693019,0.485144617,-0.183201794,0.639868154,0.295252106,-0.260036715,-0.39115697,-0.349507196,0.234166357,-0.132677491,-0.317636724,-1.559020626,1.151856737,1.476899108,-0.114239442,-0.251238558,-0.635931913,-0.092210653,-0.036024134,1
-0.125800602,0.30212218,0.384753005,-0.330186459,0.545238755,0.229974999,-0.333967246,-0.450943278,-0.380710238,0.156755264,-0.132677491,0.787062645,-1.559020626,1.151856737,1.476899108,-0.114239442,0.995070191,-0.635931913,-0.092210653,-0.036024134,1
