0,1,2,3,4
0.05135271707909772,0.1032210569314587,0.23560093590765904,0.16230098787580496,0.3649884983130154
0.12627829405211863,0.18593949534179297,0.24362756979705194,0.30170460991884707,0.39032807416095616
0.17714160434022524,0.26566964939236,0.3572152548725885,0.5083600652828115,0.7899241596341647
0.0507086932148106,0.16874561235555308,0.34777438331687643,0.5347183325906649,0.8170404947187182
0.6935907690927788,0.47747578775430766,0.5987994641109299,0.799113098369878,0.9013367773114656
0.016337488197416657,0.07128588334061296,0.2027036784322476,0.3877698297369403,0.7578023540829215
0.05498101401175943,0.12762443608930357,0.25141865303633054,0.563615767240337,0.40396809870361117
0.04966870518641728,0.12333845464419012,0.2278524825465211,0.37051237540874954,0.6134255984400458
0.142957080942837,0.2504610047739244,0.35165661818800537,0.4997815760834597,0.6803131223139647
0.14296910903499693,0.2456089425079135,0.3726223767613144,0.5485375863146059,0.729074825303211
2.424474935478436e-63,1.0,,,
