0,1,2
5.398976940879515,5.398976940879515,5.398976940879515
2.336738280219489,2.336738280219489,2.336738280219489
3.663619599454125,3.663619599454125,3.663619599454125
8.387123328645467,8.387123328645467,8.387123328645467
6.170240245547118,6.170240245547118,6.170240245547118
1.0310987084254968,1.0310987084254968,1.0310987084254968
1.3727351276620663,1.3727351276620663,1.3727351276620663
8.436138565068253,8.436138565068253,8.436138565068253
6.5063309332279005,6.5063309332279005,6.5063309332279005
6.086168310592077,6.086168310592077,6.086168310592077
6.2181510727044955,6.2181510727044955,6.2181510727044955
5.94381459332023,5.94381459332023,5.94381459332023
4.840618809575458,4.840618809575458,4.840618809575458
4.5828616427233335,4.5828616427233335,4.5828616427233335
4.030579049752751,4.030579049752751,4.030579049752751
3.2851351549219636,3.2851351549219636,3.2851351549219636
