,0
0,-0.3103781853269813
1,-1.2235503925270494
2,-0.5754895260175525
3,-0.2912353950504096
4,-0.2969901856664395
5,-0.0880481716532937
6,-0.0534124013959662
7,-1.175327050107386
8,-1.0917665106769885
9,-0.7970639772954216
10,-1.1435328723862626
11,-1.56140259031172
12,-0.3343740118386817
13,-0.1967757306016743
14,-0.8265019812492758
15,-0.8129026057952666
16,-0.7903495017849239
17,0.0
