,0
0,1.0
1,1.0
2,13.0
3,12.0
4,94.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,6.0
12,14.0
13,100.0
14,70.0
15,3.0
16,3.0
17,3.0
18,3.0
19,3.0
20,3.0
21,1.0
22,6.0
