,0
0,6.0
1,1.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.4148464554235588
10,0.2965755811064203
11,0.2833300125702571
12,0.0720297904691328
13,0.3471266578131082
14,0.0052003183215056
15,0.0
16,0.0
17,0.0
18,0.0
19,1.0
