0,1,2
17.52672039023836,17.52672039023836,17.52672039023836
4.852998419514877,4.852998419514877,4.852998419514877
4.256965892254937,4.256965892254937,4.256965892254937
8.493218002880191,8.493218002880191,8.493218002880191
4.303253758706266,4.303253758706266,4.303253758706266
8.493218002880191,8.493218002880191,8.493218002880191
4.270309125308346,4.270309125308346,4.270309125308346
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.2466090014400955,4.2466090014400955,4.2466090014400955
4.972490157695867,4.972490157695867,4.972490157695867
7.104538624081352,7.104538624081352,7.104538624081352
1.220079196203936,1.220079196203936,1.220079196203936
1.1869251286654363,1.1869251286654363,1.1869251286654363
1.5328629515158798,1.5328629515158798,1.5328629515158798
5.862300585545018,5.862300585545018,5.862300585545018
3.1208820336537584,3.1208820336537584,3.1208820336537584
8.076237213672348,8.076237213672348,8.076237213672348
1.6791764831186424,1.6791764831186424,1.6791764831186424
