,0
0,94.0
1,14.0
2,2.0
3,2.0
4,2.0
5,2.0
6,2.0
7,2.0
8,1.0
9,2.96572249017722
10,1.078520198328639
11,0.982004957449568
12,0.7866313458933563
13,0.9969069932839968
14,0.6188210174463589
15,57572.31065088757
16,1.0
17,1.0
18,1.0
19,6.0
