Total Time,Test Accuracy,Count Train,Count Test,Count List Rank,List Rank Length
141.2582085132599,[56.22],"{1: 13, 3: 6, 2: 3}","{1: 12, 2: 5, 3: 5}","{(1.0,): 482}",482
