1,42.719,156.4,113.04,0.41599,0.019287,1
2,44.607,153.05,116.91,0.41716,0.019531,1
3,37.435,154.27,101.29,0.32884,0.019775,1
4,31.578,155.96,82.934,0.40065,0.02002,1
5,47.724,150.23,126.03,0.43025,0.020264,1
6,43.947,148.67,111.63,0.39297,0.020508,1
7,44.021,157.07,114.37,0.41586,0.020752,1
8,47.658,150.81,127.91,0.43147,0.020996,1
9,45.268,150.73,119.17,0.42897,0.02124,1
10,43.851,149.51,115.28,0.43183,0.021484,1
11,40.911,147.25,111.4,0.42103,0.021729,2
12,42.856,151.34,111.46,0.42467,0.021973,2
13,47.684,153.15,126.03,0.41573,0.022217,2
14,45.114,151.58,117.79,0.42306,0.022461,2
15,47.763,151.56,125.64,0.42481,0.022705,2
16,43.393,152.63,112.65,0.42108,0.022949,2
17,45.347,150.81,119.36,0.42542,0.023193,2
18,45.268,150.83,117.68,0.42722,0.023438,2
19,40.762,150.41,107.44,0.42158,0.023682,2
20,41.714,151.96,109.3,0.4255,0.023926,2
21,45.324,151.41,119.34,0.4269,0.02417,2
22,42.966,152.14,112.71,0.4187,0.024414,2
23,40.446,156.06,104.35,0.40834,0.024658,2
24,38.715,155.31,99.895,0.39135,0.024902,3
25,44.2,151.84,117.18,0.42176,0.025146,3
26,50.55,149.41,138.5,0.42503,0.025391,3
27,44.853,149.52,117.05,0.42832,0.025635,3
28,42.612,152.49,111.8,0.41845,0.025879,3
29,46.335,150.78,122.64,0.42671,0.026123,3
30,43.449,150.7,113.62,0.42789,0.026367,3
31,43.144,150.06,112.34,0.42739,0.026611,3
32,48.382,152.42,127.91,0.42399,0.026855,3
33,46.347,154.21,121.71,0.42045,0.0271,3
34,46.638,149.38,125.53,0.43413,0.027344,4
35,42.484,151.62,111.88,0.42443,0.027588,4
36,46.39,152.13,124.79,0.42219,0.027832,4
37,41.904,156.27,115.23,0.39593,0.028076,4
38,46.499,152.95,126.16,0.42482,0.02832,4
39,41.756,155.82,114.75,0.39792,0.028564,4
40,46.063,150.14,121.41,0.42699,0.028809,4
41,46.164,149.05,126.85,0.42479,0.029053,4
42,43.977,152.25,116.94,0.33842,0.029297,4
43,43.507,154.19,117.04,0.41935,0.029541,4
44,41.254,151.55,105.42,0.44239,0.029785,5
45,43.048,153.78,112.47,0.41844,0.030029,5
46,47.247,151.29,124.75,0.44537,0.030273,5
47,40.038,155.31,105.42,0.41035,0.030518,5
48,43.229,156.84,112.62,0.41496,0.030762,5
49,47.323,150.8,126.93,0.43259,0.031006,5
50,44.661,151.04,116.5,0.42479,0.03125,5
51,39.93,151.3,112,0.42481,0.031494,5
52,41.025,153.59,111.74,0.41806,0.031738,5
53,41.992,151.89,110.42,0.42079,0.031982,5
54,47.959,153.13,125.65,0.42088,0.032227,5
55,42.719,156.36,113.04,0.41599,0.032471,5
56,51.119,154,139.03,0.4138,0.032715,5
