0,1,2
2.7543173103301246,2.7543173103301246,2.7543173103301246
2.439224717117271,2.439224717117271,2.439224717117271
3.333642844328958,3.333642844328958,3.333642844328958
2.3970499161957424,2.3970499161957424,2.3970499161957424
2.5365039380743486,2.5365039380743486,2.5365039380743486
1.1954959556966025,1.1954959556966025,1.1954959556966025
2.0319609259104756,2.0319609259104756,2.0319609259104756
1.4385593913127463,1.4385593913127463,1.4385593913127463
1.6886388455962142,1.6886388455962142,1.6886388455962142
2.327329700186416,2.327329700186416,2.327329700186416
