,0
0,-2.606248697098789
1,-1.6801603052975849
2,-5.35704323436736
3,-1.1189475203224049
4,-2.843782573649902
5,-2.131551346975141
6,-1.0212462742769393
7,-2.504954824034601
8,-4.716596326140156
9,-0.635273447495998
10,-0.4340817601574058
11,-0.324207369236792
12,-0.2284788839847914
13,-1.2718638262538131
14,-0.5024771163777038
15,-0.9972986198194635
16,0.0
