0,1,2,3,4
-0.9750111447778707,-0.2560456255137891,0.4005577895466633,1.3169293050767692,2.975745737054291
-0.9817041375332445,0.39221149017937484,2.7500687213768584,1.3079225192812294,-0.36306770459732435
-0.1343310994358177,-1.759734760159995,-0.855969120796826,0.576040456511403,1.2013523396096724
-0.7258479096932056,-0.24651708465827096,0.5651878356017584,2.7322509446295147,1.6683417064848283
-1.267818697647311,-0.6175768323028106,0.8626736983778828,2.0458944461036626,0.07718736987732677
-1.140717673360409,-0.4509357648392385,0.20852970578174668,1.1522928458022583,2.493243722037589
-0.6734316254477144,0.07282317669690573,0.7516949842023992,1.8097972122833301,3.197041207520734
-1.8608731146914625,-0.9632071133609176,-0.34112480095524506,0.1937168304515539,1.1007508653626359
-3.7431610799436825,-2.8614359614212885,-1.9396505852781483,-0.67791652247727,0.31279937267260194
-0.6348137050892794,-0.031897209098877576,0.5509340325235365,1.0582869334429472,1.5738312165462467
-0.43399687397270625,0.24472667750902308,0.9848851797277991,1.5202165679097586,2.3034433747073475
-0.32345793714626475,0.6545151070998668,1.6962859750163066,2.7187799773147647,3.717442424753116
-0.22847882872987615,1.2986829468587089,1.987367311207996,3.111024622937384,4.376770142268395
-1.2712047698472289,-0.6821992983522052,-0.19636206001173004,0.2752269626451135,0.7856928336867133
-0.5022051769072793,0.12153046523688414,0.7527352120703578,1.343983509557817,1.9887268196310177
-0.9963368128190871,-0.4767313010674524,-0.0023476916484446333,0.4872784142620805,1.0017761394446458
2.440023731698212e-63,1.0,,,
