,0
0,2.329258
1,2.599252
2,2.6843069
3,5.4036303
4,2.075771
5,2.70165
6,2.6168046
7,2.2717147
8,4.868126
9,1.5864773
10,3.8309216
11,3.3122785
12,2.0562315
13,1.6905526
14,2.0731258
15,3.0547187
16,2.0
