0,1,2,3,4
0.5284406670794217,0.5895095197589587,0.6461951834982737,0.7163108822125204,0.809430093268557
0.2223427505873585,0.34614927297327364,0.4508060803102536,0.5601303173132627,0.6986890637370793
0.29603476758927094,0.3821678464213738,0.45251650414817113,0.5247199693901193,0.6356941827208149
0.36946597539292986,0.5022549569318346,0.596961901768685,0.6812546351575371,0.7624494366121618
0.3376121456324154,0.49368967814861964,0.6252761546519859,0.7513870127934886,0.8784403548551073
0.18155114722044136,0.2890524179108125,0.3833541314427277,0.4923463913367892,0.6494514657217618
0.1907984241050229,0.4081735199573263,0.7835024296285852,,
0.3236354594210823,0.99789186278752,,,
1.9547164613126976e-63,1.0,,,
6.459079907854427e-64,0.5,1.0,,
7.748726752470513e-64,1.0,,,
